human,humanLabel,uniLabel,plcLabel
http://www.wikidata.org/entity/Q3810737,Arthur Baur,Stockholm University,Zürich
http://www.wikidata.org/entity/Q3830015,Leif Yttergren,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q3919510,Andrej Kotljarchuk,Stockholm University,Novocherkassk
http://www.wikidata.org/entity/Q4070985,Jordi Arkö,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4292983,Mikael Ljungman,Stockholm University,Östermalm
http://www.wikidata.org/entity/Q4356053,Joakim Palme,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4357114,Tord Palander,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4357564,Bo Reicke,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4407139,Lennart Samuelson,Stockholm University,Eskilstuna
http://www.wikidata.org/entity/Q4499532,Wilhelm Holmqvist,Stockholm University,Ljusdal
http://www.wikidata.org/entity/Q4511398,Tasneem Zehra Husain,Stockholm University,Lahore
http://www.wikidata.org/entity/Q4528243,Anders Sjoberg,Stockholm University,Q10613557
http://www.wikidata.org/entity/Q4530248,Klas Eklund,Stockholm University,Uppsala
http://www.wikidata.org/entity/Q4725739,Alice Bah Kuhnke,Stockholm University,Malmö
http://www.wikidata.org/entity/Q4730772,Allan Larsson,Stockholm University,Bredaryd
http://www.wikidata.org/entity/Q4753951,Anders Winroth,Stockholm University,Ludvika
http://www.wikidata.org/entity/Q4755577,Andreas Norlén,Stockholm University,Bromma city district
http://www.wikidata.org/entity/Q4767161,Anna Kinberg Batra,Stockholm University,Skärholmen
http://www.wikidata.org/entity/Q4777197,Antony Burgmans,Stockholm University,Rotterdam
http://www.wikidata.org/entity/Q4859754,Barbro Sachs-Osher,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4891737,Bergur Sigurbjörnsson,Stockholm University,Iceland
http://www.wikidata.org/entity/Q4916293,Birgitta Fritz,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4919717,Björn E. Lindblom,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4931046,Bo Andersson,Stockholm University,Falkenberg
http://www.wikidata.org/entity/Q4933653,Maria Abrahamsson,Stockholm University,Kalmar
http://www.wikidata.org/entity/Q4934006,Q4934006,Stockholm University,S:t Görans församling
http://www.wikidata.org/entity/Q4935849,Lena Andersson,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4935989,Kerstin André,Stockholm University,Gothenburg
http://www.wikidata.org/entity/Q4940657,Cecilia Brinck,Stockholm University,Sweden
http://www.wikidata.org/entity/Q4942218,Zaida Catalán,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4942811,Anna Christensen,Stockholm University,Engelbrekt
http://www.wikidata.org/entity/Q4945541,Helena Dyrssen,Stockholm University,Uppsala
http://www.wikidata.org/entity/Q4946105,Anne-Marie Eklund Löwinder,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4946204,Anna Ekström,Stockholm University,Sweden
http://www.wikidata.org/entity/Q4947589,Fang Fang Kullander,Stockholm University,Beijing
http://www.wikidata.org/entity/Q4948133,Inga Fischer-Hjalmars,Stockholm University,Adolf Fredriks parish
http://www.wikidata.org/entity/Q4948961,Hédi Fried,Stockholm University,Sighetu Marmației
http://www.wikidata.org/entity/Q4951301,Berit Gullberg,Stockholm University,Falun
http://www.wikidata.org/entity/Q4952617,Karin Hansson,Stockholm University,Gothenburg
http://www.wikidata.org/entity/Q4955743,Kajsa Ingemarsson,Stockholm University,Oxelösund
http://www.wikidata.org/entity/Q4958080,Karin Karlsbro,Stockholm University,Roslags-Bro
http://www.wikidata.org/entity/Q4959144,Elin af Klintberg,Stockholm University,Lidingö församling
http://www.wikidata.org/entity/Q4959336,Karin Kock-Lindberg,Stockholm University,Klara Parish
http://www.wikidata.org/entity/Q4961658,Britta Lejon,Stockholm University,Järfälla Municipality
http://www.wikidata.org/entity/Q4962294,Martina Lind,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4969111,Lina Neidestam,Stockholm University,Södertälje
http://www.wikidata.org/entity/Q4969283,Carolina Neurath,Stockholm University,Sweden
http://www.wikidata.org/entity/Q4970965,Pernilla Oljelund,Stockholm University,Västerled
http://www.wikidata.org/entity/Q4971805,Eva Palmær,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4973948,Anne Ramberg,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4978903,Anna Sjödahl,Stockholm University,Gothenburg
http://www.wikidata.org/entity/Q4979205,Sara Skyttedal,Stockholm University,Tyresö Municipality
http://www.wikidata.org/entity/Q4980065,Agneta Stark,Stockholm University,Solna
http://www.wikidata.org/entity/Q4980554,Hanna Stjärne,Stockholm University,Danderyd Municipality
http://www.wikidata.org/entity/Q4981717,Caroline Szyber,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4981825,Solfrid Söderlind,Stockholm University,Bromma parish
http://www.wikidata.org/entity/Q4981890,Anne-Marie Söhrman Fermelin,Stockholm University,Uddevalla
http://www.wikidata.org/entity/Q4983741,Vivi Laurent-Täckholm,Stockholm University,Danderyd  parish
http://www.wikidata.org/entity/Q4983828,Cecilia Uddén,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4988508,Kerstin Fredga,Stockholm University,Engelbrekt
http://www.wikidata.org/entity/Q4989117,Stina Lundberg Dabrowski,Stockholm University,Längbro församling
http://www.wikidata.org/entity/Q4989377,Carolina Norén,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q4990192,Karin Wanngård,Stockholm University,Ekerö
http://www.wikidata.org/entity/Q4990750,Moira von Wright,Stockholm University,Helsinki
http://www.wikidata.org/entity/Q4991044,Brita Åkerman,Stockholm University,Q11055413
http://www.wikidata.org/entity/Q4991170,Petra Östergren,Stockholm University,Kiruna
http://www.wikidata.org/entity/Q4992265,Uldis Ģērmanis,Stockholm University,Novaya Ladoga
http://www.wikidata.org/entity/Q4994483,Clark Olofsson,Stockholm University,Trollhättan
http://www.wikidata.org/entity/Q5039770,Carl-Michael Edenborg,Stockholm University,Linköping
http://www.wikidata.org/entity/Q5124998,Claes Elfsberg,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q5299523,Dotun Adebayo,Stockholm University,Lagos
http://www.wikidata.org/entity/Q5388679,Erik Lakomaa,Stockholm University,Linköping
http://www.wikidata.org/entity/Q5444277,Ferhad Shakely,Stockholm University,Kirkuk
http://www.wikidata.org/entity/Q5482535,Rudolf Söderberg,Stockholm University,Lidköping
http://www.wikidata.org/entity/Q5544282,George Sangster,Stockholm University,The Hague
http://www.wikidata.org/entity/Q5547637,Kurt Almqvist,Stockholm University,Falun
http://www.wikidata.org/entity/Q5559545,Jonas Arnell,Stockholm University,Örebro
http://www.wikidata.org/entity/Q5563972,Gösta Bagge,Stockholm University,Högalid Parish
http://www.wikidata.org/entity/Q5566469,Tamas Bartfai,Stockholm University,Budapest
http://www.wikidata.org/entity/Q5570282,Lennart Bengtsson,Stockholm University,Trollhättan
http://www.wikidata.org/entity/Q5571227,Gösta Berg,Stockholm University,Örebro
http://www.wikidata.org/entity/Q5577152,Andreas Bjerre,Stockholm University,Q10707795
http://www.wikidata.org/entity/Q5581337,Per Bolund,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q6155232,Jannis Kallinikos,Uppsala University,Preveza
http://www.wikidata.org/entity/Q6166356,Q6166356,Uppsala University,Katarina parish
http://www.wikidata.org/entity/Q6166535,Leonard Fredrik Rääf,Uppsala University,Q10545818
http://www.wikidata.org/entity/Q6169057,Axel Schotte,Uppsala University,Nyköping
http://www.wikidata.org/entity/Q6169768,David von Schulzenheim,Uppsala University,Q42293845
http://www.wikidata.org/entity/Q6175421,Daniel Sidenius,Uppsala University,Q10667388
http://www.wikidata.org/entity/Q6175446,Anders Sidner,Uppsala University,Själevad parish
http://www.wikidata.org/entity/Q6175945,Fredrik Otto Silfverstolpe,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q6176230,Gudmund Leonhard Silverstolpe,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q6176237,Karl Fredrik Silverstolpe,Uppsala University,Q10681104
http://www.wikidata.org/entity/Q6178084,Magnus Sjöberg,Uppsala University,Q10546291
http://www.wikidata.org/entity/Q6178727,Q6178727,Uppsala University,Nyköping
http://www.wikidata.org/entity/Q6179073,Olof Sjöstrand,Uppsala University,Tofteryd
http://www.wikidata.org/entity/Q6182451,Axel von Sneidern,Uppsala University,Q10669651
http://www.wikidata.org/entity/Q6182911,Michael Sohlman,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q6182929,Rolf R:son Sohlman,Uppsala University,Q10543859
http://www.wikidata.org/entity/Q6183781,Per Adolf Sondén,Uppsala University,Q10553807
http://www.wikidata.org/entity/Q6184928,Erik Sparre,Uppsala University,Gävle Castle
http://www.wikidata.org/entity/Q6184961,Erich Sparre,Uppsala University,Sundby socken
http://www.wikidata.org/entity/Q6184994,Gustaf Adolf Vive Sparre,Uppsala University,Torrlösa parish
http://www.wikidata.org/entity/Q6185005,Gustaf Adolf Sparre,Uppsala University,Gothenburg
http://www.wikidata.org/entity/Q6185125,Svante Larsson Sparre,Uppsala University,Västerås
http://www.wikidata.org/entity/Q6186103,Valfrid Spångberg,Uppsala University,Kattnäs parish
http://www.wikidata.org/entity/Q6187212,Carl Georg Starbäck,Uppsala University,Q10493877
http://www.wikidata.org/entity/Q6187218,Karl Starbäck,Uppsala University,Norrköping
http://www.wikidata.org/entity/Q6187496,Ragnar Stattin,Uppsala University,Q10728637
http://www.wikidata.org/entity/Q6187568,Ludvig Stavenow,Uppsala University,Parish of St Gertrud of Germany
http://www.wikidata.org/entity/Q6188744,Steno Stenberg,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q6188829,Johan Gabriel Stenbock,Uppsala University,Stockholm City
http://www.wikidata.org/entity/Q6189083,Einar Stenhagen,Uppsala University,Söderala church parish
http://www.wikidata.org/entity/Q6189395,Karl Stenström,Uppsala University,Q10559569
http://www.wikidata.org/entity/Q6190185,Nils von Steyern,Uppsala University,Q18291638
http://www.wikidata.org/entity/Q6190332,Johan Stiernhöök,Uppsala University,Q10658553
http://www.wikidata.org/entity/Q6190872,Bo von Stockenström,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q6191926,Carl Gustaf Strandberg,Uppsala University,Q10680071
http://www.wikidata.org/entity/Q6192954,Wilhelm Stråle af Ekna,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q6193043,Carl Mathias Ström,Uppsala University,Ljusdal
http://www.wikidata.org/entity/Q6193410,Jim Apple,Uppsala University,Belleville
http://www.wikidata.org/entity/Q6193505,Mårten Strömer,Uppsala University,Örebro Nikolai parish
http://www.wikidata.org/entity/Q6193547,Gunnar Strömmer,Uppsala University,Örnsköldsvik
http://www.wikidata.org/entity/Q6195429,Gustaf Sundberg,Uppsala University,By parish
http://www.wikidata.org/entity/Q6195445,Halvar Sundberg,Uppsala University,Hedvig Eleonora församling
http://www.wikidata.org/entity/Q6195838,Carl Reinhold Sundell,Uppsala University,Norrköpings Hedvig Parish
http://www.wikidata.org/entity/Q6197286,Adolf Ferdinand Svanberg,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q6197324,Gustaf Svanberg,Uppsala University,Uppsala Cathedral Assembly
http://www.wikidata.org/entity/Q6197774,Nils Eberhard Svedelius,Uppsala University,Hedvig Eleonora församling
http://www.wikidata.org/entity/Q6197780,Wilhelm Erik Svedelius,Uppsala University,Q58814198
http://www.wikidata.org/entity/Q6198071,Emil Svensén,Uppsala University,Q10706754
http://www.wikidata.org/entity/Q6199572,Anton von Swab,Uppsala University,Falun
http://www.wikidata.org/entity/Q6199762,Q6199762,Uppsala University,Kvillinge socken
http://www.wikidata.org/entity/Q6199899,Herman Swedborg,Uppsala University,Vänersborg
http://www.wikidata.org/entity/Q6199938,Pelle Swedlund,Uppsala University,Gävle Heliga Trefaldighets
http://www.wikidata.org/entity/Q6201326,Carl Säve,Uppsala University,Roma parish
http://www.wikidata.org/entity/Q6201336,Pehr Arvid Säve,Uppsala University,Roma parish
http://www.wikidata.org/entity/Q6202084,Michael Söderlundh,Uppsala University,Solna
http://www.wikidata.org/entity/Q6202236,Bo Södersten,Uppsala University,Grängesberg
http://www.wikidata.org/entity/Q6203666,Henric Tamm,Uppsala University,Älvkarleö
http://www.wikidata.org/entity/Q6203696,Nils Tamm,Uppsala University,Q10572720
http://www.wikidata.org/entity/Q6204623,Arvid Taube,Uppsala University,Q10572718
http://www.wikidata.org/entity/Q6205919,Peter Gustaf Tengmalm,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q6206120,Lars Terenius,Uppsala University,Örebro
http://www.wikidata.org/entity/Q6206397,Jacob Tersmeden the Younger,Uppsala University,Larsbo
http://www.wikidata.org/entity/Q6207060,Hjalmar Théel,Uppsala University,Säter
http://www.wikidata.org/entity/Q6207077,Olof Thegner,Uppsala University,Q10716208
http://www.wikidata.org/entity/Q6209407,Q6209407,Uppsala University,Q10665136
http://www.wikidata.org/entity/Q6209730,Magnus Thulstrup,Uppsala University,Landskrona
http://www.wikidata.org/entity/Q6210214,Pehr Thyselius,Uppsala University,Vintrosa socken
http://www.wikidata.org/entity/Q6211386,Lars Tingsten,Uppsala University,Ingatorp
http://www.wikidata.org/entity/Q6211596,Karl Tiselius,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q6213438,Q6213438,Uppsala University,Arvika
http://www.wikidata.org/entity/Q6213753,Mikael Tornving,Uppsala University,Östersund
http://www.wikidata.org/entity/Q6214875,Johan Albert Constantin Löfgren,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q6214979,Curry Treffenberg,Uppsala University,Gothenburg
http://www.wikidata.org/entity/Q6215288,Johan Paulsson,Uppsala University,Kristinehamn
http://www.wikidata.org/entity/Q6215484,Johan Zoëga,Uppsala University,Q2163126
http://www.wikidata.org/entity/Q6216599,Albert Tullgren,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q6216651,Sven Tunberg,Uppsala University,Q10727140
http://www.wikidata.org/entity/Q6216751,Martin Tunström,Uppsala University,Arvika
http://www.wikidata.org/entity/Q6217868,Inge-Bert Täljedal,Uppsala University,Q10717704
http://www.wikidata.org/entity/Q6218214,Michael Törnflycht,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q6218220,Olof Törnflycht,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q6218967,Carl David af Uhr,Uppsala University,Q10613557
http://www.wikidata.org/entity/Q6219347,Jörgen Ullenhag,Uppsala University,Arvika
http://www.wikidata.org/entity/Q6219883,Abraham Unger,Uppsala University,Söderala church parish
http://www.wikidata.org/entity/Q6228008,Hans Wachtmeister the younger,Uppsala University,Karlskrona
http://www.wikidata.org/entity/Q6228037,Hans Hansson Wachtmeister,Uppsala University,Tromtö House
http://www.wikidata.org/entity/Q6228218,Bernhard Wadström,Uppsala University,Uppsala Cathedral Assembly
http://www.wikidata.org/entity/Q6228284,Jonas Wærn,Uppsala University,Billingsfors
http://www.wikidata.org/entity/Q6228800,Martin Wahlbäck,Uppsala University,Åmål
http://www.wikidata.org/entity/Q6229126,Sten Wahlund,Uppsala University,Bollnäs
http://www.wikidata.org/entity/Q6229593,Martin Waldenström,Uppsala University,Gävle
http://www.wikidata.org/entity/Q6230069,August Wall,Uppsala University,Q10666789
http://www.wikidata.org/entity/Q6230568,Jacob Wallenberg,Uppsala University,Q10714978
http://www.wikidata.org/entity/Q6230587,Marcus Wallenberg,Uppsala University,Linköping
http://www.wikidata.org/entity/Q6230749,Lars Wallenstedt,Uppsala University,Uppsala
http://www.wikidata.org/entity/Q6231327,Curt Wallis,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q6231410,Lars Johan Wallmark,Uppsala University,Luleå
http://www.wikidata.org/entity/Q6231499,Elof Wallquist,Uppsala University,Kuddby socken
http://www.wikidata.org/entity/Q6232485,Frans Wilhelm Warfvinge,Uppsala University,Q10556746
http://www.wikidata.org/entity/Q6233356,Zakarias Wattrang,Uppsala University,Södertälje
http://www.wikidata.org/entity/Q571725,Mats Odell,Stockholm University,Värnamo
http://www.wikidata.org/entity/Q18238554,Per Adolf Ekorn,Uppsala University,Q10682103
http://www.wikidata.org/entity/Q18238737,Ingeborg Essén,Uppsala University,Strängnäs
http://www.wikidata.org/entity/Q18243078,Ludvig Johansson,Uppsala University,Habo socken
http://www.wikidata.org/entity/Q18243697,Arvid Lidén,Uppsala University,Q33111100
http://www.wikidata.org/entity/Q18246103,Ingemar Stjernberg,Uppsala University,Bollnäs
http://www.wikidata.org/entity/Q18246687,Johan Törner,Uppsala University,Skänninge
http://www.wikidata.org/entity/Q18246691,Johan Törner,Uppsala University,Linköping
http://www.wikidata.org/entity/Q18246912,Jurgen von Zweigbergk,Uppsala University,Växjö
http://www.wikidata.org/entity/Q18274740,Carl Wachtmeister,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q18440416,Patrik Rorsman,Uppsala University,Lund
http://www.wikidata.org/entity/Q18589709,Karl P. Dahlgren,Uppsala University,Q10727654
http://www.wikidata.org/entity/Q18649213,Manne Ginsburg,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q18737179,Mike Ohnstad,Uppsala University,Hinckley
http://www.wikidata.org/entity/Q18816564,Carl Johan Östman,Uppsala University,Ytterlännäs congregation
http://www.wikidata.org/entity/Q18821605,Gudmund Björck,Uppsala University,Uppsala
http://www.wikidata.org/entity/Q18918008,Dag Bergman,Uppsala University,Uppsala Cathedral Assembly
http://www.wikidata.org/entity/Q18941083,Dagny Henschen,Uppsala University,Ronneby
http://www.wikidata.org/entity/Q19196268,Ernst Mauritz Dahlin,Uppsala University,Lits församling
http://www.wikidata.org/entity/Q19365513,Hans Colliander,Uppsala University,Uppsala
http://www.wikidata.org/entity/Q19604930,Gunilla Wünsche,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q19631559,Carl Bunge,Uppsala University,Sweden
http://www.wikidata.org/entity/Q19631627,Malte Ameen,Uppsala University,Karlskrona
http://www.wikidata.org/entity/Q19646127,Chandima Gomes,Uppsala University,Colombo
http://www.wikidata.org/entity/Q19668415,Hakim Sendagire,Uppsala University,Uganda
http://www.wikidata.org/entity/Q19721282,Constans Pontin,Uppsala University,Klara Parish
http://www.wikidata.org/entity/Q19832536,Nathan Petter Herman Persson,Uppsala University,Gothenburg
http://www.wikidata.org/entity/Q19838180,Ture Gabrielsson Oxenstierna,Uppsala University,Tallinn
http://www.wikidata.org/entity/Q19838685,Mauritz Nilsson Posse,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q19844789,Sonja Lyttkens,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q19944827,Ann-Marie Stalfelt,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q19949999,Nikita Glasnović,Uppsala University,Malmö
http://www.wikidata.org/entity/Q19975981,Torsten Hammarström,Uppsala University,Hedvig Eleonora församling
http://www.wikidata.org/entity/Q19976133,Adolf Fredrik Wimmercranz,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q19976249,Gustaf Bergström,Uppsala University,Eskilstuna
http://www.wikidata.org/entity/Q19976491,Erik Gammal Ehrenkrona,Uppsala University,Q10542102
http://www.wikidata.org/entity/Q19976700,Malin Falkenmark,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q19976976,Christian Lundahl,Uppsala University,Örebro
http://www.wikidata.org/entity/Q19977201,Jakob Törnsköld,Uppsala University,Vadstena
http://www.wikidata.org/entity/Q19979484,Tone Bengtsson,Uppsala University,Uppsala
http://www.wikidata.org/entity/Q20249668,Daniel Myréen,Uppsala University,Sweden
http://www.wikidata.org/entity/Q20512349,Dzunik Aghajanyan,Uppsala University,Yerevan
http://www.wikidata.org/entity/Q20534199,Nani García,Uppsala University,A Coruña
http://www.wikidata.org/entity/Q20664308,Carl Gustaf Näslund,Uppsala University,Hede
http://www.wikidata.org/entity/Q20725001,Ernst Kjellander,Uppsala University,Q10711956
http://www.wikidata.org/entity/Q20732118,Carl Fredrik Wiberg,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q20736804,Otto Reinhold af Schultén,Uppsala University,Karlberg Palace
http://www.wikidata.org/entity/Q20749299,Rolf Lundgren,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q20789804,Axel Torssander,Uppsala University,Q10728465
http://www.wikidata.org/entity/Q20816949,Israel Näslund,Uppsala University,Örnsköldsvik Municipality
http://www.wikidata.org/entity/Q20823798,Tord Skoog,Uppsala University,Uppsala Cathedral Assembly
http://www.wikidata.org/entity/Q20824226,Ernst Rosén,Uppsala University,Orrefors
http://www.wikidata.org/entity/Q21037362,Erik Gren,Uppsala University,Karlstad
http://www.wikidata.org/entity/Q21079176,Carl Roth II,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q21079363,Erik Frisk,Uppsala University,Linköping
http://www.wikidata.org/entity/Q21293279,Sven Peter Bæckström,Uppsala University,Q10572573
http://www.wikidata.org/entity/Q21393092,Valdar Jaanusson,Uppsala University,Nõmme
http://www.wikidata.org/entity/Q21710940,Noel D. Broadbent,Uppsala University,Oakland
http://www.wikidata.org/entity/Q22110407,Magnus Swederus,Uppsala University,Stockholm Municipality
http://www.wikidata.org/entity/Q22133299,Harald Westling,Uppsala University,Sankt Matteus
http://www.wikidata.org/entity/Q22276999,Gustaf Wennerström,Uppsala University,Haparanda
http://www.wikidata.org/entity/Q22282415,Erik Grundgård,Uppsala University,Q10725685
http://www.wikidata.org/entity/Q22303333,Jonas Leonhard Claësson,Uppsala University,Ragunda socken
http://www.wikidata.org/entity/Q22569387,Andreas von Beckerath,Uppsala University,Sollentuna
http://www.wikidata.org/entity/Q22570175,Ragnar Berlin,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q22570263,Birgitta Hedman,Uppsala University,Sandviken
http://www.wikidata.org/entity/Q22696953,Yngve Mattsson,Uppsala University,Q10546694
http://www.wikidata.org/entity/Q23023077,Adam Strohm,Uppsala University,Vänersborg
http://www.wikidata.org/entity/Q23822834,Björn Sandborgh,Uppsala University,Q10728247
http://www.wikidata.org/entity/Q23914986,Bengt Rydin,Uppsala University,Jönköping
http://www.wikidata.org/entity/Q23916802,Q23916802,Uppsala University,Kristinehamn
http://www.wikidata.org/entity/Q23917725,Annmarie Löf,Uppsala University,Karlskoga
http://www.wikidata.org/entity/Q23917891,Yvonne Frygell,Uppsala University,Björneborg
http://www.wikidata.org/entity/Q23988431,Adolf Grape,Uppsala University,Gävle Heliga Trefaldighets
http://www.wikidata.org/entity/Q23988448,Q23988448,Uppsala University,Q10498257
http://www.wikidata.org/entity/Q24004721,Bengt Liljestrand,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q24018297,Olof of Geijerstam,Uppsala University,Q10405395
http://www.wikidata.org/entity/Q24019323,Gunilla Hasselgren,Uppsala University,Spånga-Kista församling
http://www.wikidata.org/entity/Q24019435,Leo Kask,Uppsala University,Tallinn
http://www.wikidata.org/entity/Q24298875,Q24298875,Uppsala University,Q10505091
http://www.wikidata.org/entity/Q24819146,Olof Simon Rydberg,Uppsala University,Cedersdals malmgård
http://www.wikidata.org/entity/Q25324971,Kjell Kallenberg,Uppsala University,Nyköping
http://www.wikidata.org/entity/Q25686674,Carl-Erik Sjöstedt,Uppsala University,Eskilstuna församling
http://www.wikidata.org/entity/Q25743317,Erik Lenander,Uppsala University,Västervik
http://www.wikidata.org/entity/Q25929280,Sara Zahedi,Uppsala University,Tehran
http://www.wikidata.org/entity/Q26239721,Nils Lorens Rahmström,Uppsala University,Säbrå
http://www.wikidata.org/entity/Q26239736,Axel Arvid Raab,Uppsala University,Djurgården
http://www.wikidata.org/entity/Q26239754,Joachim Ehrenpreus,Uppsala University,Stockholm City
http://www.wikidata.org/entity/Q26239755,Johan Ehrenpreus,Uppsala University,Stockholm City
http://www.wikidata.org/entity/Q26239855,Q26239855,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q26710627,Q26710627,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q26869330,Bo Furugren,Uppsala University,Ludvika
http://www.wikidata.org/entity/Q26994778,Hans Lunell,Uppsala University,Skellefteå
http://www.wikidata.org/entity/Q27342353,Egor Babaev,Uppsala University,Saint Petersburg
http://www.wikidata.org/entity/Q27495335,Q27495335,Uppsala University,Q10436351
http://www.wikidata.org/entity/Q27903069,Annika Hernroth-Rothstein,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q27912880,Sven Lundkvist,Uppsala University,Gagnef
http://www.wikidata.org/entity/Q27997049,Percy Elfstrand,Uppsala University,Gävle Heliga Trefaldighets
http://www.wikidata.org/entity/Q61890780,Jan Zedenius,Karolinska Institute,Nacka församling
http://www.wikidata.org/entity/Q67963474,Stefan Sjöberg,Karolinska Institute,Stockholm
http://www.wikidata.org/entity/Q329875,Abraham Constantin Mouradgea d’Ohsson,Uppsala University,Istanbul
http://www.wikidata.org/entity/Q330545,Erik Edlund,Uppsala University,Edsbergs parish
http://www.wikidata.org/entity/Q330570,Gustav Zander,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q330793,Einar Billing,Uppsala University,Lunds Cathedral Assembly
http://www.wikidata.org/entity/Q331173,Sigfrid Siwertz,Uppsala University,Klara Parish
http://www.wikidata.org/entity/Q331845,Hjalmar Söderberg,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q332401,Fredrik Lindström,Uppsala University,Eskilstuna
http://www.wikidata.org/entity/Q333297,Frans Michael Franzén,Uppsala University,Oulu
http://www.wikidata.org/entity/Q343420,Lennart Carleson,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q345108,Johnny Roosval,Uppsala University,Kalmar domkyrkoförsamling
http://www.wikidata.org/entity/Q345283,Rolf Maximilian Sievert,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q346056,Carl August Hagberg,Uppsala University,Lund
http://www.wikidata.org/entity/Q347374,"Prince Gustaf Adolf, Duke of Västerbotten",Uppsala University,Stockholm Palace
http://www.wikidata.org/entity/Q347695,Peter Englund,Uppsala University,Boden
http://www.wikidata.org/entity/Q348837,Stan Hasselgård,Uppsala University,Sundsvall
http://www.wikidata.org/entity/Q349822,Sigfridus Aronus Forsius,Uppsala University,Finland
http://www.wikidata.org/entity/Q350198,Olaus Rudbeck,Uppsala University,Q10718088
http://www.wikidata.org/entity/Q350346,Adam Ludwig Lewenhaupt,Uppsala University,Copenhagen
http://www.wikidata.org/entity/Q353283,Martin Vahl,Uppsala University,Bergen
http://www.wikidata.org/entity/Q353490,Johan Gottlieb Gahn,Uppsala University,Q10613561
http://www.wikidata.org/entity/Q353693,Christopher Polhem,Uppsala University,Q10698278
http://www.wikidata.org/entity/Q357154,Gösta Mittag-Leffler,Uppsala University,Klara Parish
http://www.wikidata.org/entity/Q358257,Oskar Backlund,Uppsala University,Länghem
http://www.wikidata.org/entity/Q360819,Håkan Lans,Uppsala University,Enskede-Årsta-Vantör city district
http://www.wikidata.org/entity/Q361286,"Prince Gustaf, Duke of Uppland",Uppsala University,Haga Palace
http://www.wikidata.org/entity/Q364270,Gustaf de Laval,Uppsala University,Orsa
http://www.wikidata.org/entity/Q364399,Adolf Törneros,Uppsala University,Q10489097
http://www.wikidata.org/entity/Q364505,Bertil Lindblad,Uppsala University,Örebro
http://www.wikidata.org/entity/Q365301,Johan Stensson Rothman,Uppsala University,Växjö Parish
http://www.wikidata.org/entity/Q365824,Eli Heckscher,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q365858,Knut Wicksell,Uppsala University,Maria Magdalena parish
http://www.wikidata.org/entity/Q365923,Erik Acharius,Uppsala University,Gävle Heliga Trefaldighets
http://www.wikidata.org/entity/Q366311,Gunnar Ekelöf,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q366801,Gustaf Fröding,Uppsala University,Alsters herrgård
