human,humanLabel,uniLabel,plcLabel
http://www.wikidata.org/entity/Q5733763,Johan Floderus,Uppsala University,Q10718569
http://www.wikidata.org/entity/Q5737866,Tom Forssner,Uppsala University,Klara Parish
http://www.wikidata.org/entity/Q5743237,Algot Friberg,Uppsala University,Mariestads
http://www.wikidata.org/entity/Q5744372,Carl von Friesen,Uppsala University,Q10532510
http://www.wikidata.org/entity/Q5744398,Otto von Friesen,Uppsala University,Q10549927
http://www.wikidata.org/entity/Q5744418,Sten von Friesen,Uppsala University,Uppsala
http://www.wikidata.org/entity/Q5746062,Arne Frykholm,Uppsala University,Chennai
http://www.wikidata.org/entity/Q5746487,Q5746487,Uppsala University,Västerås
http://www.wikidata.org/entity/Q5747294,Johan Funck,Uppsala University,Sala
http://www.wikidata.org/entity/Q5747649,Hans Furuhagen,Uppsala University,Q10433188
http://www.wikidata.org/entity/Q5748247,Johan Fredrik Fåhræus,Uppsala University,Slite
http://www.wikidata.org/entity/Q5748259,Olof Fåhræus,Uppsala University,Othem parish
http://www.wikidata.org/entity/Q5749111,Erik Gadelius,Uppsala University,Maria Magdalena parish
http://www.wikidata.org/entity/Q5749305,Carl Hartman,Uppsala University,Solna
http://www.wikidata.org/entity/Q5749461,Henrik Gahn,Uppsala University,Q10493877
http://www.wikidata.org/entity/Q5749466,Henrik Gahn den yngre,Uppsala University,Q10493877
http://www.wikidata.org/entity/Q5753599,Axel Gavelin,Uppsala University,Q10715396
http://www.wikidata.org/entity/Q5754664,Karl Reinhold Geijer,Uppsala University,Q10604644
http://www.wikidata.org/entity/Q5756044,Carl Fredrik Georgii,Uppsala University,Parish of St Gertrud of Germany
http://www.wikidata.org/entity/Q5756054,Evert Georgii,Uppsala University,Uppsala
http://www.wikidata.org/entity/Q5756387,Johan Gerdesköld,Uppsala University,Uppsala
http://www.wikidata.org/entity/Q5756980,Albrecht Gerner,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q5757435,Martinus Gestrinius,Uppsala University,Gävle Heliga Trefaldighets
http://www.wikidata.org/entity/Q5757585,Jan Gezelius,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q5759618,Gustaf Gilljam,Uppsala University,Q10726032
http://www.wikidata.org/entity/Q5760955,Olof Glas,Uppsala University,Umeå stadsförsamling
http://www.wikidata.org/entity/Q5772563,Lennart Groll,Uppsala University,Storkyrkoförsamlingen
http://www.wikidata.org/entity/Q5773319,Samuel Grubbe,Uppsala University,Q10665136
http://www.wikidata.org/entity/Q5776425,Ingvar Gullnäs,Uppsala University,Sågmyra
http://www.wikidata.org/entity/Q5776536,Gustaf Vilhelm Gumaelius,Uppsala University,Q10561404
http://www.wikidata.org/entity/Q5779321,Lars Herman Gyllenhaal,Uppsala University,Q86920829
http://www.wikidata.org/entity/Q5779747,Claës Günther,Uppsala University,Längbro församling
http://www.wikidata.org/entity/Q5780422,Q5780422,Uppsala University,Q10683919
http://www.wikidata.org/entity/Q5781565,Johan Hadorph,Uppsala University,Slaka parish
http://www.wikidata.org/entity/Q5782027,Charles Emil Hagdahl,Uppsala University,Linköping
http://www.wikidata.org/entity/Q5782281,Robert Hagen,Uppsala University,Q10714734
http://www.wikidata.org/entity/Q5782291,Tord Hagen,Uppsala University,Uppsala
http://www.wikidata.org/entity/Q5782554,Ejnar Haglund,Uppsala University,Jakob and Johanne parish
http://www.wikidata.org/entity/Q5782847,Johan Vilhelm Hagströmer,Uppsala University,Stockholm City
http://www.wikidata.org/entity/Q5783793,Birger Martin Hall,Uppsala University,Borås
http://www.wikidata.org/entity/Q5784233,Jonas Hallberg,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q5784539,Thore Gustaf Halle,Uppsala University,Mullsjö Parish
http://www.wikidata.org/entity/Q5784592,Jonas Hallenberg,Uppsala University,Hallaryd
http://www.wikidata.org/entity/Q5785876,Adolf Ludvig Hamilton,Uppsala University,Husaby parish
http://www.wikidata.org/entity/Q5786143,Hugo Hamilton,Uppsala University,Husaby parish
http://www.wikidata.org/entity/Q5786841,Bo Hammarskjöld,Uppsala University,Uppsala Cathedral Assembly
http://www.wikidata.org/entity/Q5786847,Carl Hammarskjöld,Uppsala University,Q10706262
http://www.wikidata.org/entity/Q5786924,Olof Hammarsten,Uppsala University,Norrköping
http://www.wikidata.org/entity/Q5786945,Alexis Hammarström,Uppsala University,Q10438528
http://www.wikidata.org/entity/Q5792035,August von Hartmansdorff,Uppsala University,Adelöv parish
http://www.wikidata.org/entity/Q5792678,Carl Hasselberg,Uppsala University,Östersunds församling
http://www.wikidata.org/entity/Q5795944,Sven Anders Hedin,Uppsala University,Skatelöv parish
http://www.wikidata.org/entity/Q5796046,Henrik Hedlund,Uppsala University,Ekerö parish
http://www.wikidata.org/entity/Q5796063,Johan Teodor Hedlund,Uppsala University,Q10499811
http://www.wikidata.org/entity/Q5796181,Sven Adolf Hedlund,Uppsala University,Q10500786
http://www.wikidata.org/entity/Q5796375,Lennart Hedquist,Uppsala University,Västerbotten
http://www.wikidata.org/entity/Q5796668,Karl Hedvall,Uppsala University,Gävle Heliga Trefaldighets
http://www.wikidata.org/entity/Q5798483,Carl-Henrik Heldin,Uppsala University,Växjö
http://www.wikidata.org/entity/Q5798883,Mauritz Hellberg,Uppsala University,Q10572644
http://www.wikidata.org/entity/Q5799761,Paul Hellström,Uppsala University,Umeå
http://www.wikidata.org/entity/Q5803235,Olof Herrlin,Uppsala University,Lund
http://www.wikidata.org/entity/Q5805365,Hildemar Hildebrand,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q5806691,Sven Hirdman,Uppsala University,Stavanger
http://www.wikidata.org/entity/Q5807480,Henrik Hjelt,Uppsala University,Lidingö (island)
http://www.wikidata.org/entity/Q5807946,Erland Hjärne,Uppsala University,Uppsala Cathedral Assembly
http://www.wikidata.org/entity/Q5724529,Germund Abraham Falkengren,Lund University,"Ryssby parish, Kronoberg county"
http://www.wikidata.org/entity/Q5726510,Arvid Gustaf Faxe,Lund University,Karlskrona
http://www.wikidata.org/entity/Q5732342,Peter Fjellstedt,Lund University,Värmland
http://www.wikidata.org/entity/Q5734229,Arvid Henrik Florman,Lund University,Q10549555
http://www.wikidata.org/entity/Q5737807,John Forssman,Lund University,Kalmar domkyrkoförsamling
http://www.wikidata.org/entity/Q5738366,Helge Fosseus,Lund University,Onsala
http://www.wikidata.org/entity/Q5742660,Mattias Fremling,Lund University,Malmö Sankt Petri församling
http://www.wikidata.org/entity/Q5746311,Carl-Erik Fröberg,Lund University,Q10671828
http://www.wikidata.org/entity/Q5755434,Paulus Genberg,Lund University,Q10436351
http://www.wikidata.org/entity/Q5757286,Otto Gertz,Lund University,Q10576115
http://www.wikidata.org/entity/Q5761508,Boris Glibusic,Lund University,Jönköping
http://www.wikidata.org/entity/Q5774271,Peter Olof Gränström,Lund University,Q18332580
http://www.wikidata.org/entity/Q5774503,Otto Gröné,Lund University,Q10510014
http://www.wikidata.org/entity/Q5779224,Knut Anton Walter Gyllenberg,Lund University,Malmö Sankt Petri församling
http://www.wikidata.org/entity/Q5779231,Jan Gyllenbok,Lund University,Sånahusen
http://www.wikidata.org/entity/Q5780384,Johan Göransson,Lund University,Gillberga
http://www.wikidata.org/entity/Q5781840,Hugo Hagander,Lund University,Malmö
http://www.wikidata.org/entity/Q5781878,Arne Hagberg,Lund University,Partille
http://www.wikidata.org/entity/Q5781891,Anders Wahlgren,Lund University,Lund
http://www.wikidata.org/entity/Q5789538,Q5789538,Lund University,Ystad
http://www.wikidata.org/entity/Q5790979,Ivar Harrie,Lund University,Stora Harrie
http://www.wikidata.org/entity/Q5792836,Berndt Hasselrot,Lund University,Q10602588
http://www.wikidata.org/entity/Q5792842,Bror Hasselrot,Lund University,Växjö
http://www.wikidata.org/entity/Q5795092,Josef Hedar,Lund University,Malmö Sankt Petri församling
http://www.wikidata.org/entity/Q5799445,Johannes Hellner,Lund University,Svedala
http://www.wikidata.org/entity/Q5802178,Nils Heribert-Nilsson,Lund University,Q10670235
http://www.wikidata.org/entity/Q5803235,Olof Herrlin,Lund University,Lund
http://www.wikidata.org/entity/Q5803390,Carl Herslow,Lund University,Karlskrona
http://www.wikidata.org/entity/Q5803523,Hans Hertz,Lund University,Lund
http://www.wikidata.org/entity/Q5804358,Christopher Isac Heurlin,Lund University,Q10726891
http://www.wikidata.org/entity/Q5810528,Pelle Holm,Lund University,Höganäs
http://www.wikidata.org/entity/Q5810598,Rurik Holm,Lund University,Väsby parish
http://www.wikidata.org/entity/Q5812086,Carl Torsten Holmström,Lund University,Q10700617
http://www.wikidata.org/entity/Q5813446,Ragnar Hoppe,Lund University,Malmö Sankt Petri församling
http://www.wikidata.org/entity/Q5817839,Torsten Husén,Lund University,Lund
http://www.wikidata.org/entity/Q5821261,Pehr Johan Höppener,Lund University,Linköping
http://www.wikidata.org/entity/Q5824514,Paul Isberg,Lund University,Lund
http://www.wikidata.org/entity/Q5826597,Malte Jacobsson,Lund University,Kristianstad
http://www.wikidata.org/entity/Q5880334,Anders Jarlert,Lund University,Lund
http://www.wikidata.org/entity/Q5882468,Håkan Jeppsson,Lund University,Malmö
http://www.wikidata.org/entity/Q5886001,Frans August Johansson,Lund University,Q10725649
http://www.wikidata.org/entity/Q5887821,Q5887821,Lund University,Gothenburg
http://www.wikidata.org/entity/Q5887964,Thomas Johansson,Lund University,Vänersborg
http://www.wikidata.org/entity/Q5901848,Mattias Karlsson,Lund University,Rottne
http://www.wikidata.org/entity/Q5903874,Lars Fredrik von Kaulbars,Lund University,Herrevad Abbey
http://www.wikidata.org/entity/Q5909629,Hjalmar Kinberg,Lund University,Q10510014
http://www.wikidata.org/entity/Q5912834,Peter Klason,Lund University,Q10726744
http://www.wikidata.org/entity/Q5924777,Folke von Krusenstjerna,Lund University,Q10689176
http://www.wikidata.org/entity/Q5931248,Elias Lagerheim,Lund University,Ågesta (manor)
http://www.wikidata.org/entity/Q5931276,Lars Magnus Lagerheim,Lund University,Lund
http://www.wikidata.org/entity/Q5934348,Karl Georg Herman Lang,Lund University,Malmö S:t Pauli församling
http://www.wikidata.org/entity/Q5937709,Jacob Larsson,Lund University,Lund
http://www.wikidata.org/entity/Q5948965,Carl Lewenhaupt,Lund University,Q10655735
http://www.wikidata.org/entity/Q5950139,Anders Lidbeck,Lund University,Lund
http://www.wikidata.org/entity/Q5950863,Lars-Erik Liedholm,Lund University,Motala
http://www.wikidata.org/entity/Q5950883,Sven-Eric Liedman,Lund University,Karlskrona
http://www.wikidata.org/entity/Q5952280,Johan Georg Lillienberg,Lund University,Q10432623
http://www.wikidata.org/entity/Q5953128,Josua Lindahl,Lund University,Kungsbacka
http://www.wikidata.org/entity/Q5953660,Hugo Lindberg,Lund University,Eksjö
http://www.wikidata.org/entity/Q5954302,Alexis Eduard Lindblom,Lund University,Lyckeby
http://www.wikidata.org/entity/Q5954302,Alexis Eduard Lindblom,Lund University,Lösen parish
http://www.wikidata.org/entity/Q5954992,Ingvar Lindell,Lund University,Q10718572
http://www.wikidata.org/entity/Q5955778,Axel Otto Lindfors,Lund University,Lunds Cathedral Assembly
http://www.wikidata.org/entity/Q5960769,Lennart Ljung,Lund University,Malmö
http://www.wikidata.org/entity/Q5964257,Christian Lovén,Lund University,Klara Parish
http://www.wikidata.org/entity/Q5964297,Johan Martin Lovén,Lund University,Q10726258
http://www.wikidata.org/entity/Q5966107,Johan Lundblad,Lund University,Q10708180
http://www.wikidata.org/entity/Q5966284,Axel Lundegård,Lund University,Q10489121
http://www.wikidata.org/entity/Q5966525,Bernhard Lundgren,Lund University,Malmö
http://www.wikidata.org/entity/Q5969868,Ulf Lönnqvist,Lund University,Malmö
http://www.wikidata.org/entity/Q5973911,Robert Malmgren,Lund University,Q10708421
http://www.wikidata.org/entity/Q5974101,Carl Malmroth,Lund University,Q10581181
http://www.wikidata.org/entity/Q5996879,Thomas Munck af Rosenschöld,Lund University,Landskrona
http://www.wikidata.org/entity/Q5997334,Sven Munthe,Lund University,Q10543836
http://www.wikidata.org/entity/Q6001018,Hjalmar August Möller,Lund University,Ystads
http://www.wikidata.org/entity/Q6001445,Staffan Mörling,Lund University,Värmland County
http://www.wikidata.org/entity/Q6016999,Nils Tycho Norlindh,Lund University,Glimåkra
http://www.wikidata.org/entity/Q6017386,Paul Norrby,Lund University,Hemse socken
http://www.wikidata.org/entity/Q6018174,Torsten Nothin,Lund University,Q10716930
http://www.wikidata.org/entity/Q6024519,Ernst Olbers,Lund University,Skara
http://www.wikidata.org/entity/Q6025212,Anders Oljelund,Lund University,Gothenburg
http://www.wikidata.org/entity/Q6027656,Olof Olsson,Lund University,Q10671963
http://www.wikidata.org/entity/Q6030381,K.G. Ossiannilsson,Lund University,Lunds Cathedral Assembly
http://www.wikidata.org/entity/Q6033293,Thede Palm,Lund University,Sala
http://www.wikidata.org/entity/Q6033511,Henrik Palme,Lund University,Kalmar domkyrkoförsamling
http://www.wikidata.org/entity/Q6042663,Bengt-Arne Person,Lund University,Q10465958
http://www.wikidata.org/entity/Q6042691,Carl Persson,Lund University,Kvidinge parish
http://www.wikidata.org/entity/Q6045540,Peter Petersson,Lund University,Östra Karup
http://www.wikidata.org/entity/Q6046949,Jan-Erik Pettersson,Lund University,Rörvik
http://www.wikidata.org/entity/Q6060822,Aleksander Radler,Lund University,Poznań
http://www.wikidata.org/entity/Q6062259,Fredrik Ramel,Lund University,Malmö
http://www.wikidata.org/entity/Q6064520,Gad Rausing,Lund University,Brommat
http://www.wikidata.org/entity/Q6066319,Carl Göran Regnéll,Lund University,Lund
http://www.wikidata.org/entity/Q6066326,Gerhard Regnéll,Lund University,Lund
http://www.wikidata.org/entity/Q6068516,Patrick Reslow,Lund University,Slottsstadens församling
http://www.wikidata.org/entity/Q6070075,Gustaf Ribbing,Lund University,Stockholm
http://www.wikidata.org/entity/Q6075823,Allan Rodhe,Lund University,Karlshamn
http://www.wikidata.org/entity/Q6083142,Olof Ruin,Lund University,Helsinki
http://www.wikidata.org/entity/Q6086850,Jesper Rönndahl,Lund University,Veberöd
http://www.wikidata.org/entity/Q6088451,Albert Sahlin,Lund University,Q70836504
http://www.wikidata.org/entity/Q582603,Leif G. W. Persson,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q587096,Rubén Berríos,Stockholm University,Aibonito
http://www.wikidata.org/entity/Q591240,Lars E. O. Svensson,Stockholm University,Örnsköldsvik
http://www.wikidata.org/entity/Q606979,Mats Wahl,Stockholm University,Malmö
http://www.wikidata.org/entity/Q609553,Göran Rosenberg,Stockholm University,Södertälje
http://www.wikidata.org/entity/Q611625,Wilhelm Agrell,Stockholm University,Uppsala
http://www.wikidata.org/entity/Q618025,Johan Norberg,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q655844,Christian Engström,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q658779,Nina Stemme,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q663315,Aris Fioretos,Stockholm University,Gothenburg
http://www.wikidata.org/entity/Q707991,Hans Riesel,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q713023,Ulf Hannerz,Stockholm University,Malmö
http://www.wikidata.org/entity/Q719015,Mikael Odenberg,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q732202,Stefan Persson,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q739274,Assar Lindbeck,Stockholm University,Umeå
http://www.wikidata.org/entity/Q740643,Bent Hamer,Stockholm University,Sandefjord
http://www.wikidata.org/entity/Q746018,Jens Lapidus,Stockholm University,Hägersten
http://www.wikidata.org/entity/Q792209,Axel Johannes Malmquist,Stockholm University,Askersund Municipality
http://www.wikidata.org/entity/Q817241,Bengt Westerberg,Stockholm University,Solna Municipality
http://www.wikidata.org/entity/Q912298,Brian Harold Mason,Stockholm University,Port Chalmers
http://www.wikidata.org/entity/Q912866,Horace Engdahl,Stockholm University,Karlskrona
http://www.wikidata.org/entity/Q920044,Maciej Zaremba,Stockholm University,Poznań
http://www.wikidata.org/entity/Q924456,Herbert Olivecrona,Stockholm University,Visby parish
http://www.wikidata.org/entity/Q930705,Einar Hille,Stockholm University,New York City
http://www.wikidata.org/entity/Q935013,Göran Malmqvist,Stockholm University,Jönköping
http://www.wikidata.org/entity/Q937985,Sören Wibe,Stockholm University,Östersund
http://www.wikidata.org/entity/Q946377,Soledad Fariña Vicuña,Stockholm University,Antofagasta
http://www.wikidata.org/entity/Q946818,Lars Leijonborg,Stockholm University,Täby
http://www.wikidata.org/entity/Q954835,Lars Widding,Stockholm University,Umeå
http://www.wikidata.org/entity/Q962071,Hrafn Gunnlaugsson,Stockholm University,Reykjavík
http://www.wikidata.org/entity/Q978003,Johan Herman Lie Vogt,Stockholm University,Tvedestrand
http://www.wikidata.org/entity/Q991437,Anna Gustafsson Chen,Stockholm University,Sweden
http://www.wikidata.org/entity/Q1232072,Jan O. Karlsson,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q1260343,Dror Feiler,Stockholm University,Tel Aviv
http://www.wikidata.org/entity/Q1275286,Karl-Axel Ekbom,Stockholm University,Gothenburg
http://www.wikidata.org/entity/Q1341353,Mattias Gardell,Stockholm University,Solna Municipality
http://www.wikidata.org/entity/Q1345556,Knut Ahnlund,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q1346478,Sten Andersson,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q1347731,Per Ahlmark,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q1358507,Sten Rudholm,Stockholm University,Karlstad
http://www.wikidata.org/entity/Q1360365,Sven Lindqvist,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q1367730,Herman Wold,Stockholm University,Skien
http://www.wikidata.org/entity/Q1379844,Humberto Fernández Morán,Stockholm University,La Cañada de Urdaneta
http://www.wikidata.org/entity/Q1385796,Eygló Harðardóttir,Stockholm University,Reykjavík
http://www.wikidata.org/entity/Q1462615,Peter Pohl,Stockholm University,Hamburg
http://www.wikidata.org/entity/Q1502802,Geo Widengren,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q1519212,Richard Swedberg,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q1551255,Renate Bleibtreu,Stockholm University,Vienna
http://www.wikidata.org/entity/Q1554759,Gunnar Lagergren,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q1555719,Gustav Cassel,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q1559444,Göran Järvefelt,Stockholm University,Edsbyn
http://www.wikidata.org/entity/Q1578711,Hans Bielenstein,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q1586907,Harry von Eckermann,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q1599941,Heinz-Otto Kreiss,Stockholm University,Hamburg
http://www.wikidata.org/entity/Q1698561,Johannes Wahlström,Stockholm University,Israel
http://www.wikidata.org/entity/Q1715045,Jón Baldvin Hannibalsson,Stockholm University,Ísafjörður
http://www.wikidata.org/entity/Q1774707,Urban Bäckström,Stockholm University,Sollefteå
http://www.wikidata.org/entity/Q1776879,Magnus Härenstam,Stockholm University,Västervik
http://www.wikidata.org/entity/Q1926624,Tiina Rosenberg,Stockholm University,Helsinki
http://www.wikidata.org/entity/Q1976379,Anders Wijkman,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q2014441,Peter Lindgren,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q2023775,Tomas Riad,Stockholm University,Uppsala
http://www.wikidata.org/entity/Q2029325,Gustav Fridolin,Stockholm University,Önnestad parish
http://www.wikidata.org/entity/Q2031528,Theodor Kallifatides,Stockholm University,Molaoi
http://www.wikidata.org/entity/Q2067227,Per Martin-Löf,Stockholm University,Jakob
http://www.wikidata.org/entity/Q2091937,Kerstin Jeppsson,Stockholm University,Nyköping
http://www.wikidata.org/entity/Q2214976,Salomon Eberhard Henschen,Stockholm University,Uppsala Cathedral Assembly
http://www.wikidata.org/entity/Q2366372,Sune Lindqvist,Stockholm University,Eskilstuna
http://www.wikidata.org/entity/Q2424495,Thomas Hakon Grönwall,Stockholm University,Dylta bruk
http://www.wikidata.org/entity/Q2443765,Torbjörn Törnqvist,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q2494623,Kjell Höglund,Stockholm University,Östersund
http://www.wikidata.org/entity/Q2543707,Philip Haglund,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q2627494,Thomas Karlsson,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q2634358,Brūno Kalniņš,Stockholm University,Tukums
http://www.wikidata.org/entity/Q2667957,Juris Kronbergs,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q2682651,Claes Borgström,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q2718078,Tage Lindbom,Stockholm University,Malmö
http://www.wikidata.org/entity/Q2938797,Carin Jämtin,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q2938999,Carl Rudolf Florin,Stockholm University,Solna Municipality
http://www.wikidata.org/entity/Q3028006,Dilsa Demirbag Sten,Stockholm University,Turkey
http://www.wikidata.org/entity/Q3057334,Ernst Evald Bergroth,Stockholm University,Jakobstad
http://www.wikidata.org/entity/Q3069473,Fernando Gabeira,Stockholm University,Juiz de Fora
http://www.wikidata.org/entity/Q3102016,Sven Oscar Kullander,Stockholm University,Sollefteå
http://www.wikidata.org/entity/Q3121039,Gustaf Arrhenius,Stockholm University,Stockholm
http://www.wikidata.org/entity/Q3121041,Gustaf Nordenskiöld,Stockholm University,Finnish church parish
http://www.wikidata.org/entity/Q3141607,Thomas Bodström,Stockholm University,Uppsala
http://www.wikidata.org/entity/Q3297041,Sun Axelsson,Stockholm University,Oscar Fredriks församling
http://www.wikidata.org/entity/Q3358782,Barbro Holmberg,Stockholm University,Stensele
http://www.wikidata.org/entity/Q3372917,Mikael Damberg,Stockholm University,Bergshamra
http://www.wikidata.org/entity/Q84509435,Q84509435,Uppsala University,Karlskoga socken
http://www.wikidata.org/entity/Q84888251,Q84888251,Uppsala University,Björkvik
http://www.wikidata.org/entity/Q86678843,Q86678843,Uppsala University,Fritsla socken
http://www.wikidata.org/entity/Q87349543,A. A. A. Laitinen,Uppsala University,Kiihtelysvaara
http://www.wikidata.org/entity/Q88387084,Q88387084,Uppsala University,Uppsala
http://www.wikidata.org/entity/Q88752884,Birger Enlund,Uppsala University,Gävle Heliga Trefaldighets
http://www.wikidata.org/entity/Q88767442,Erik Herman Enlund,Uppsala University,Söderhamns församling
http://www.wikidata.org/entity/Q89562019,Daniel Ekelund,Uppsala University,Karlstad
http://www.wikidata.org/entity/Q89564363,Johan Gabrielsson Oxenstierna,Uppsala University,Q10716208
http://www.wikidata.org/entity/Q91343490,Q91343490,Uppsala University,Q10726204
http://www.wikidata.org/entity/Q92756156,Yngve Björnståhl,Uppsala University,Uppsala
http://www.wikidata.org/entity/Q5809077,Petrus Hoffvenius,Uppsala University,Q10726050
http://www.wikidata.org/entity/Q5809262,Nils von Hofsten,Uppsala University,Uppsala Cathedral Assembly
http://www.wikidata.org/entity/Q5811518,Hjalmar Holmgren,Uppsala University,Västra Ny församling
http://www.wikidata.org/entity/Q5811605,Pär Holmgren,Uppsala University,Gävle
http://www.wikidata.org/entity/Q5812540,Ragnar Holte,Uppsala University,Linköping
http://www.wikidata.org/entity/Q5816560,Gunnar Hultgren,Uppsala University,Eskilstuna
http://www.wikidata.org/entity/Q5816952,Gustaf Adolf Humble,Uppsala University,Q10542102
http://www.wikidata.org/entity/Q5817766,Karl Husberg,Uppsala University,Växjö
http://www.wikidata.org/entity/Q5818420,Israel Hwasser,Uppsala University,Älvkarleby congregation
http://www.wikidata.org/entity/Q5818699,Ivar Hylander,Uppsala University,Norrköping
http://www.wikidata.org/entity/Q5819197,Tomas Hägg,Uppsala University,Uppsala
http://www.wikidata.org/entity/Q5819384,Arne Häggqvist,Uppsala University,Hagge
http://www.wikidata.org/entity/Q5819430,Frans Wilhelm Häggström,Uppsala University,Piteå parish
http://www.wikidata.org/entity/Q5819456,Zacharias Hæggström,Uppsala University,Umeå landsförsamling
http://www.wikidata.org/entity/Q5819974,Knut Håkanson,Uppsala University,Q10545619
http://www.wikidata.org/entity/Q5820382,Gustaf Hårleman,Uppsala University,Essunga
http://www.wikidata.org/entity/Q5820594,Arvid Gustaf Högbom,Uppsala University,Q10717398
http://www.wikidata.org/entity/Q5820598,Ivar Högbom,Uppsala University,Adolf Fredriks parish
http://www.wikidata.org/entity/Q5820906,Karl-Henrik Högstedt,Uppsala University,Q10717706
http://www.wikidata.org/entity/Q5821098,Henrik Höjer,Uppsala University,Gävle
http://www.wikidata.org/entity/Q5821143,Torvald Höjer d.ä.,Uppsala University,Klara Parish
http://www.wikidata.org/entity/Q5821149,Torvald T:son Höjer,Uppsala University,Johannes parish
http://www.wikidata.org/entity/Q5821241,Arvid Niclas von Höpken,Uppsala University,Parish of St Gertrud of Germany
http://www.wikidata.org/entity/Q5822045,Bengt Idestam-Almquist,Uppsala University,Turku
http://www.wikidata.org/entity/Q5823030,Carl Gustaf Indebetou,Uppsala University,Östra Vingåkers församling
http://www.wikidata.org/entity/Q5828260,Olov Janse,Uppsala University,Norrköpings Hedvig Parish
http://www.wikidata.org/entity/Q5854875,Lars Engqvist,Uppsala University,Sala
http://www.wikidata.org/entity/Q5854960,Thore Engströmer,Uppsala University,Sollefteå
http://www.wikidata.org/entity/Q5867391,Carl August Grevesmöhlen,Uppsala University,Lindesberg congregation
http://www.wikidata.org/entity/Q5873118,Johan Hemberg,Uppsala University,Torsö parish
http://www.wikidata.org/entity/Q5877605,Robert Hålén,Uppsala University,Gävle Heliga Trefaldighets
http://www.wikidata.org/entity/Q5879579,Jan O. Jansson,Uppsala University,Hofors
http://www.wikidata.org/entity/Q5885454,Axel Johansson,Uppsala University,Klara Parish
http://www.wikidata.org/entity/Q5886559,Johan Erik Johansson,Uppsala University,Q10670714
http://www.wikidata.org/entity/Q5891673,Jan-Åke Jonsson,Uppsala University,Valdemarsvik
http://www.wikidata.org/entity/Q5893615,Hans Oscar Juel,Uppsala University,Klara Parish
http://www.wikidata.org/entity/Q5893691,Julius Juhlin,Uppsala University,Q10718830
http://www.wikidata.org/entity/Q5893806,Jonatan Julén,Uppsala University,Gothenburg
http://www.wikidata.org/entity/Q5895466,Otto Järte,Uppsala University,Q10681060
http://www.wikidata.org/entity/Q5895473,Harry Järv,Uppsala University,Karperö
http://www.wikidata.org/entity/Q5898341,Andreas Kalsenius,Uppsala University,Q10688505
http://www.wikidata.org/entity/Q5899921,Salam Karam,Uppsala University,Baghdad
http://www.wikidata.org/entity/Q5904549,Nils Keder,Uppsala University,Parish of St Gertrud of Germany
http://www.wikidata.org/entity/Q5905143,Erik Kellberg,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q5911782,Nils Matsson Kiöping,Uppsala University,Arboga city parish
http://www.wikidata.org/entity/Q5911873,Q5911873,Uppsala University,Alsters parish
http://www.wikidata.org/entity/Q5912032,Lennart Kjellberg,Uppsala University,Uppsala Cathedral Assembly
http://www.wikidata.org/entity/Q5912301,Knut Kjellmark,Uppsala University,Mariefred
http://www.wikidata.org/entity/Q5914510,Daniel Klockhoff,Uppsala University,Q58484118
http://www.wikidata.org/entity/Q5916306,Gustaf Kobb,Uppsala University,Göteborgs Kristine församling
http://www.wikidata.org/entity/Q5925873,Carl Anders Kullberg,Uppsala University,Skövde
http://www.wikidata.org/entity/Q5926659,Gustaf Kurck,Uppsala University,Q10541972
http://www.wikidata.org/entity/Q5927454,Ulf Kvensler,Uppsala University,Ronneby
http://www.wikidata.org/entity/Q5930726,Adam Otto Lagerberg,Uppsala University,Stockholm
http://www.wikidata.org/entity/Q5930919,Gustaf Lagerbring,Uppsala University,Q10541784
http://www.wikidata.org/entity/Q5931040,Otto Lagercrantz,Uppsala University,Q10605306
