universityLabel,univlocationLabel,countryNameLabel,personLabel,pbornLabel,borncountryLabel,organizationLabel,orglocationLabel,orgcountryLabel,yearFounded
Chalmers University of Technology,Gothenburg,Sweden,Claes-Göran Granqvist,Helsingborg,Sweden,Uppsala University,Uppsala,Sweden,1829
Karolinska Institute,Stockholm,Sweden,Gunnar Bjursell,Q10431786,Sweden,University of Gothenburg,Gothenburg,Sweden,1810
Uppsala University,Uppsala,Sweden,Aksel Andersson,Halmstad,Sweden,Uppsala University Library,Carolina Rediviva,Sweden,1477
Lund University,Lund,Sweden,Hans Bendz,Q10718380,Sweden,Lund University,Lund,Sweden,1666
Karolinska Institute,Stockholm,Sweden,Gunnar Bjursell,Q10431786,Sweden,Karolinska Institute,Stockholm,Sweden,1810
Uppsala University,Uppsala,Sweden,David Davidson,Stockholm Municipality,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Fritz Carlson,Vimmerby,Sweden,Stockholm University,Stockholm,Sweden,1477
Stockholm University,Stockholm,Sweden,George Sangster,The Hague,Netherlands,Stockholm University,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Hans G. Boman,Stockholm,Sweden,Stockholm University,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Erik Ringmar,Luleå,Sweden,Mid Sweden University,Östersund,Sweden,1477
Stockholm University,Stockholm,Sweden,Kurt Almqvist,Falun,Sweden,Uppsala University,Uppsala,Sweden,1878
Uppsala University,Uppsala,Sweden,Erik Ringmar,Luleå,Sweden,London School of Economics and Political Science,London,United Kingdom,1477
Lund University,Lund,Sweden,Nils Peter Angelin,Lunds Cathedral Assembly,Sweden,Lund University,Lund,Sweden,1666
Royal Institute of Technology,Stockholm,Sweden,Conny Palm,Sweden,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Uppsala University,Uppsala,Sweden,Hampus Wilhelm Arnell,Härnösands domkyrkoförsamling,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Gunnar Aspelin,Simrishamn Municipality,Sweden,Lund University,Lund,Sweden,1666
Lund University,Lund,Sweden,John Ask,Lunds Cathedral Assembly,Sweden,Lund University,Lund,Sweden,1666
Stockholm University,Stockholm,Sweden,Tamas Bartfai,Budapest,Hungary,Karolinska Institute,Stockholm,Sweden,1878
Lund University,Lund,Sweden,Selim Birger,Ystads,Sweden,Saint George's Hospital,Stadshagen,Sweden,1666
Uppsala University,Uppsala,Sweden,Natanael Beckman,Q10518478,Sweden,Lund University,Lund,Sweden,1477
Uppsala University,Uppsala,Sweden,Erik Ringmar,Luleå,Sweden,Lund University,Lund,Sweden,1477
Uppsala University,Uppsala,Sweden,Frithiof Holmgren,Västra Ny församling,Sweden,Uppsala University,Uppsala,Sweden,1477
Umeå University,Umeå,Sweden,Sten Berglund,Järbo,Sweden,Mid Sweden University,Östersund,Sweden,1965
Uppsala University,Uppsala,Sweden,Gerhard Lindblom,Åby församling,Sweden,Stockholm University,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Erik Ringmar,Luleå,Sweden,Mid Sweden University,Sundsvall,Sweden,1477
Uppsala University,Uppsala,Sweden,Birger Bergh,Luleå,Sweden,Lund University,Lund,Sweden,1477
Uppsala University,Uppsala,Sweden,Johan Wolter Arnberg,Norrköping,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Natanael Beckman,Q10518478,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Anders Bárány,Uppsala,Sweden,Uppsala University,Uppsala,Sweden,1477
Stockholm University,Stockholm,Sweden,Erik Lakomaa,Linköping,Sweden,Stockholm School of Economics,Vasastaden,Sweden,1878
Uppsala University,Uppsala,Sweden,Natanael Beckman,Q10518478,Sweden,University of Gothenburg,Gothenburg,Sweden,1477
Uppsala University,Uppsala,Sweden,Daniel Boëthius,Q10718088,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Johannes Bilberg,Mariestads,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Matthias Asp,Norrköping,Sweden,Uppsala University,Uppsala,Sweden,1666
Uppsala University,Uppsala,Sweden,Ericus Aurivillius,Q10546754,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Albert Ahlberg,Vollsjö,Sweden,Q10550663,Varberg,Sweden,1666
Umeå University,Umeå,Sweden,Gero Andreas Miesenböck,Braunau am Inn,Austria,University of Oxford,Oxfordshire,United Kingdom,1965
Uppsala University,Uppsala,Sweden,Erik Sandewall,Oskarshamn,Sweden,Linköping University,Linköping,Sweden,1477
Uppsala University,Uppsala,Sweden,Egil Törnqvist,Uppsala,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Anders Berch,Q10688505,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Gerhard Andersson,Norrköping,Sweden,Linköping University,Linköping,Sweden,1477
Uppsala University,Uppsala,Sweden,Lennart Bengtsson,Trollhättan,Sweden,Stockholm University,Stockholm,Sweden,1477
Chalmers University of Technology,Gothenburg,Sweden,Bror Viktor Adler,Q10498043,Sweden,Chalmers University of Technology,Gothenburg,Sweden,1829
Uppsala University,Uppsala,Sweden,Alfred Berg,Q10526862,Sweden,Lund University,Lund,Sweden,1477
Stockholm University,Stockholm,Sweden,Hans G. Boman,Stockholm,Sweden,Stockholm University,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Hjalmar August Abelin,Linköping cathedral,Sweden,Karolinska Institute,Stockholm,Sweden,1477
Umeå University,Umeå,Sweden,Sten Berglund,Järbo,Sweden,Mid Sweden University,Sundsvall,Sweden,1965
Uppsala University,Uppsala,Sweden,Gunnar von Bahr,Göteborgs Kristine församling,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Hans Bendz,Q10718380,Sweden,Ramlösa hälsobrunn,Q1445185,Sweden,1666
Uppsala University,Uppsala,Sweden,Anders Bárány,Uppsala,Sweden,Stockholm University,Stockholm,Sweden,1477
Karolinska Institute,Stockholm,Sweden,Gunnar Bjursell,Q10431786,Sweden,Chalmers University of Technology,Gothenburg,Sweden,1810
Uppsala University,Uppsala,Sweden,Erik Abraham Almquist,Täby parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Carl Georg Björling,Halmstad,Sweden,Lund University,Lund,Sweden,1666
Lund University,Lund,Sweden,Felix Mitelman,Wolbrom,Poland,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Fritz Carlson,Vimmerby,Sweden,Royal Institute of Technology,Stockholm,Sweden,1477
Lund University,Lund,Sweden,Edvard Magnus Rodhe,Lunds Cathedral Assembly,Sweden,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Ingmar Bengtsson,Stockholm,Sweden,Uppsala University,Uppsala,Sweden,1477
Karolinska Institute,Stockholm,Sweden,Selim Birger,Ystads,Sweden,Saint George's Hospital,Stadshagen,Sweden,1810
Uppsala University,Uppsala,Sweden,Christer Betsholtz,Stockholm,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Edvard Magnus Rodhe,Lunds Cathedral Assembly,Sweden,Uppsala University,Uppsala,Sweden,1666
Uppsala University,Uppsala,Sweden,Christer Betsholtz,Stockholm,Sweden,University of Gothenburg,Gothenburg,Sweden,1477
Uppsala University,Uppsala,Sweden,Gottfrid Adlerz,Q10711974,Sweden,Stockholm University,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Christer Betsholtz,Stockholm,Sweden,Karolinska Institute,Stockholm,Sweden,1477
Lund University,Lund,Sweden,Matthias Asp,Norrköping,Sweden,Uppsala University Library,Carolina Rediviva,Sweden,1666
Umeå University,Umeå,Sweden,Gero Andreas Miesenböck,Braunau am Inn,Austria,University of Oxford,Oxford,United Kingdom,1965
Uppsala University,Uppsala,Sweden,Kurt Almqvist,Falun,Sweden,Uppsala University,Uppsala,Sweden,1477
Chalmers University of Technology,Gothenburg,Sweden,Hans-Olof Andrén,Gothenburg,Sweden,Chalmers University of Technology,Gothenburg,Sweden,1829
Uppsala University,Uppsala,Sweden,Gunnar Arpi,Q10515992,Sweden,Stockholm School of Economics,Vasastaden,Sweden,1477
Uppsala University,Uppsala,Sweden,Erik Sandewall,Oskarshamn,Sweden,Royal Institute of Technology,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Nils Johan Berlin,Härnösands domkyrkoförsamling,Sweden,Lund University,Lund,Sweden,1477
Stockholm University,Stockholm,Sweden,Gösta Bagge,Högalid Parish,Sweden,Stockholm University,Stockholm,Sweden,1878
University of Gothenburg,Gothenburg,Sweden,Osborne Bartley,Gothenburg,Sweden,University of Gothenburg,Gothenburg,Sweden,1954
Karlstad University,Karlstad,Sweden,Hans Bergström,Torsby,Sweden,University of Gothenburg,Gothenburg,Sweden,1977
Uppsala University,Uppsala,Sweden,Herman Napoleon Almkvist,Stockholm City,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Ruben G:son Berg,Nyköpings Alla Helgona,Sweden,Stockholm University,Stockholm,Sweden,1477
Lund University,Lund,Sweden,Sven Axel Tullberg,Landskrona,Sweden,Lund University,Lund,Sweden,1666
University of Gothenburg,Gothenburg,Sweden,Bo Hedberg,Karlshamn,Sweden,Stockholm University,Stockholm,Sweden,1954
University of Gothenburg,Gothenburg,Sweden,Birgitta Forsman,Värnamo,Sweden,Lund University,Lund,Sweden,1954
Royal Institute of Technology,Stockholm,Sweden,Torsten R. Åström,Stockholm,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Chalmers University of Technology,Gothenburg,Sweden,Åke Öberg,Härnösand,Sweden,Linköping University,Linköping,Sweden,1829
Royal Institute of Technology,Stockholm,Sweden,Hans Werthén,Q10570482,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Uppsala University,Uppsala,Sweden,Åke Sundborg,Q10479955,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Eva von Bahr,Q10728173,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Inge-Bert Täljedal,Q10717704,Sweden,Umeå University,Umeå,Sweden,1477
Lund University,Lund,Sweden,Dennis Töllborg,Annedal,Sweden,University of Gothenburg,Gothenburg,Sweden,1666
Uppsala University,Uppsala,Sweden,Eric Peter Älf,Linköping,Sweden,Lund University,Lund,Sweden,1477
Uppsala University,Uppsala,Sweden,Samuel Wide,Stora Tuna Rural Municipality,Sweden,Lund University,Lund,Sweden,1477
Uppsala University,Uppsala,Sweden,Q6209407,Q10665136,Sweden,Uppsala University,Uppsala,Sweden,1477
Stockholm University,Stockholm,Sweden,Bo Södersten,Grängesberg,Sweden,Lund University,Lund,Sweden,1878
Uppsala University,Uppsala,Sweden,Carl Zetterström,Q10658964,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Nils Wallerius,"Stora Mellösa, Närke",Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Samuel Wide,Stora Tuna Rural Municipality,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Elof Wallquist,Kuddby socken,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Otto Sylwan,Q58517420,Sweden,University of Gothenburg,Gothenburg,Sweden,1666
Stockholm University,Stockholm,Sweden,Bo Södersten,Grängesberg,Sweden,University of Gothenburg,Gothenburg,Sweden,1878
Royal Institute of Technology,Stockholm,Sweden,Thor Thorén,Norrköping,Sweden,Konstfack,Gärdet,Sweden,1827
Karolinska Institute,Stockholm,Sweden,Viktor Wigert,Norrköping,Sweden,Lund University,Lund,Sweden,1810
Umeå University,Umeå,Sweden,Tor Troéng,Umeå,Sweden,Umeå University,Umeå,Sweden,1965
Stockholm University,Stockholm,Sweden,Gunnar Törnqvist,Ljungby,Sweden,Lund University,Lund,Sweden,1878
Linköping University,Linköping,Sweden,Jens Zander,Lütjenburg,Germany,Royal Institute of Technology,Stockholm,Sweden,1975
Uppsala University,Uppsala,Sweden,Åke Öberg,Härnösand,Sweden,Linköping University,Linköping,Sweden,1477
Uppsala University,Uppsala,Sweden,Henrik Williams,Kalmar,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Johan Wingård,Bohuslän,Sweden,Uppsala University,Uppsala,Sweden,1477
Royal Institute of Technology,Stockholm,Sweden,Kell Åström,Skurup,Sweden,Lund University,Lund,Sweden,1827
Uppsala University,Uppsala,Sweden,Samuel Ödmann,Växjö,Sweden,Uppsala University,Uppsala,Sweden,1477
Chalmers University of Technology,Gothenburg,Sweden,Melchior Wernstedt,Strängnäs,Sweden,Chalmers University of Technology,Gothenburg,Sweden,1829
Lund University,Lund,Sweden,Susanna Roxman,Stockholm,Sweden,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Lars Johan Wallmark,Luleå,Sweden,Royal Institute of Technology,Stockholm,Sweden,1477
University of Gothenburg,Gothenburg,Sweden,Rolf Wolff,Wuppertal,Germany,University of Gothenburg,Gothenburg,Sweden,1954
Royal Institute of Technology,Stockholm,Sweden,Thor Thorén,Norrköping,Sweden,Konstfack,Stockholm,Sweden,1827
Uppsala University,Uppsala,Sweden,Nils Eberhard Svedelius,Hedvig Eleonora församling,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Laszlo B. Kish,Hungary,Hungary,University of Birmingham,West Midlands,United Kingdom,1477
Royal Institute of Technology,Stockholm,Sweden,Börje Wickberg,Stockholm,Sweden,Lund University,Lund,Sweden,1827
Uppsala University,Uppsala,Sweden,Knut B. Westman,Härnösands domkyrkoförsamling,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Lars Terenius,Örebro,Sweden,Uppsala University,Uppsala,Sweden,1477
Umeå University,Umeå,Sweden,Inge-Bert Täljedal,Q10717704,Sweden,Umeå University,Umeå,Sweden,1965
Uppsala University,Uppsala,Sweden,Sven Tunberg,Q10727140,Sweden,Stockholm University,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Lars Terenius,Örebro,Sweden,Karolinska Institute,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Erik Wellander,Nyköping,Sweden,Stockholm University,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Carl Säve,Roma parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Sten Malmquist,Lunds Cathedral Assembly,Sweden,Stockholm University,Stockholm,Sweden,1477
University of Gothenburg,Gothenburg,Sweden,Åke Sellström,Sweden,Sweden,Umeå University,Umeå,Sweden,1954
Lund University,Lund,Sweden,Thorild Wulff,Gothenburg,Sweden,Stockholm University,Stockholm,Sweden,1666
Royal Institute of Technology,Stockholm,Sweden,Torbjörn Westermark,Sollefteå,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Uppsala University,Uppsala,Sweden,Adolf Ferdinand Svanberg,Stockholm,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Carl Arendt Ångström,The iron factory Lögdö bruk,Sweden,Royal Institute of Technology,Stockholm,Sweden,1477
Linköping University,Linköping,Sweden,Mats Viberg,Linköping,Sweden,Chalmers University of Technology,Gothenburg,Sweden,1975
Umeå University,Umeå,Sweden,Stefan Thor,Uppsala,Sweden,Linköping University,Linköping,Sweden,1965
Uppsala University,Uppsala,Sweden,Wilhelm Erik Svedelius,Q58814198,Sweden,Lund University,Lund,Sweden,1477
Royal Institute of Technology,Stockholm,Sweden,Thor Thorén,Norrköping,Sweden,Konstfack,Midsommarkransen,Sweden,1827
Stockholm University,Stockholm,Sweden,Gunnar Vilhelm Täckholm,Adolf Fredriks parish,Sweden,Stockholm University,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Carl Edvard Zedritz,Alingsås,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Laszlo B. Kish,Hungary,Hungary,University of Birmingham,Birmingham,United Kingdom,1477
Uppsala University,Uppsala,Sweden,Marcus Pløen Ingstad,Christiania,Norway,University of Oslo,Oslo,Norway,1477
Lund University,Lund,Sweden,Claes Lindskog,Göteborgs Carl Johans parish,Sweden,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Wilhelm Erik Svedelius,Q58814198,Sweden,Uppsala University,Uppsala,Sweden,1477
Chalmers University of Technology,Gothenburg,Sweden,Richard Söderberg,Örnsköldsvik Municipality,Sweden,Massachusetts Institute of Technology,Cambridge,United States of America,1829
Uppsala University,Uppsala,Sweden,Hjalmar Théel,Säter,Sweden,Uppsala University,Uppsala,Sweden,1477
Örebro University,Örebro,Sweden,Margunn Bjørnholt,Bø,Norway,University of Oslo,Oslo,Norway,1977
Chalmers University of Technology,Gothenburg,Sweden,Gunnar Weijman-Hane,Varberg,Sweden,Chalmers University of Technology,Gothenburg,Sweden,1829
Uppsala University,Uppsala,Sweden,Bo Södersten,Grängesberg,Sweden,Lund University,Lund,Sweden,1477
Lund University,Lund,Sweden,Fredrik Tersmeden,Tynnered,Sweden,Lund University,Lund,Sweden,1666
Stockholm University,Stockholm,Sweden,Susanna Roxman,Stockholm,Sweden,Lund University,Lund,Sweden,1878
Uppsala University,Uppsala,Sweden,Laszlo B. Kish,Hungary,Hungary,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Bertil Hylmo,Lund,Sweden,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Laszlo B. Kish,Hungary,Hungary,University of Birmingham,Edgbaston,United Kingdom,1477
Uppsala University,Uppsala,Sweden,Curt Wallis,Stockholm,Sweden,Karolinska Institute,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Bo Södersten,Grängesberg,Sweden,University of Gothenburg,Gothenburg,Sweden,1477
Royal Institute of Technology,Stockholm,Sweden,Paul Åberg,Malmö,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Royal Institute of Technology,Stockholm,Sweden,Anders J. Thor,Stockholm,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Uppsala University,Uppsala,Sweden,Sten Wahlund,Bollnäs,Sweden,Stockholm University,Stockholm,Sweden,1477
Stockholm University,Stockholm,Sweden,Per-Olof H. Wikström,Uppsala,Sweden,University of Cambridge,Cambridge,United Kingdom,1878
Lund University,Lund,Sweden,Sven Wicksell,Hedvig Eleonora församling,Sweden,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Nils Silfverskiöld,Q10727306,Sweden,Lund University,Lund,Sweden,1477
Lund University,Lund,Sweden,Arthur Thomson,Mönsterås,Sweden,Lund University,Lund,Sweden,1666
Lund University,Lund,Sweden,Esaias Tegnér the Younger,Q10551675,Sweden,Lund University,Lund,Sweden,1666
University of Gothenburg,Gothenburg,Sweden,Susanna Roxman,Stockholm,Sweden,Lund University,Lund,Sweden,1954
Uppsala University,Uppsala,Sweden,Waloddi Weibull,Vittskövle,Sweden,Royal Institute of Technology,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Arvid Lindström,Hedemora,Sweden,Royal Institute of Technology,Stockholm,Sweden,1477
Royal Institute of Technology,Stockholm,Sweden,Peter Pohl,Hamburg,Germany,Royal Institute of Technology,Stockholm,Sweden,1827
Stockholm University,Stockholm,Sweden,Humberto Fernández Morán,La Cañada de Urdaneta,Venezuela,Stockholm University,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Efraim Liljequist,Örebro Nikolai parish,Sweden,Lund University,Lund,Sweden,1477
Lund University,Lund,Sweden,David M. Wilson,Dacre,United Kingdom,University of Cambridge,Cambridge,United Kingdom,1666
Uppsala University,Uppsala,Sweden,Gabriel Gustafson,Visby,Sweden,University of Oslo,Oslo,Norway,1477
Stockholm University,Stockholm,Sweden,Mattias Gardell,Solna Municipality,Sweden,Uppsala University,Uppsala,Sweden,1878
Lund University,Lund,Sweden,Göte Turesson,Malmö,Sweden,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Efraim Liljequist,Örebro Nikolai parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Efraim Liljequist,Örebro Nikolai parish,Sweden,University of Gothenburg,Gothenburg,Sweden,1477
Uppsala University,Uppsala,Sweden,Gabriel Gustafson,Visby,Sweden,University of Bergen,Bergen,Norway,1477
Stockholm University,Stockholm,Sweden,Herman Wold,Skien,Norway,Uppsala University,Uppsala,Sweden,1878
Stockholm University,Stockholm,Sweden,Herman Wold,Skien,Norway,University of Gothenburg,Gothenburg,Sweden,1878
Lund University,Lund,Sweden,David M. Wilson,Dacre,United Kingdom,British Museum,British Museum,United Kingdom,1666
Lund University,Lund,Sweden,Henrik Reuterdahl,Q10576115,Sweden,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Nils Christoffer Dunér,Billeberga parish,Sweden,Lund University,Lund,Sweden,1477
Lund University,Lund,Sweden,Nils Christoffer Dunér,Billeberga parish,Sweden,Lund University,Lund,Sweden,1666
Stockholm University,Stockholm,Sweden,Mattias Gardell,Solna Municipality,Sweden,Stockholm University,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Nils Christoffer Dunér,Billeberga parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Albert Victor Bäcklund,Höganäs Municipality,Sweden,Lund University,Lund,Sweden,1666
Lund University,Lund,Sweden,Nils Christoffer Dunér,Billeberga parish,Sweden,Uppsala University,Uppsala,Sweden,1666
Lund University,Lund,Sweden,Erik Hulthén,Helsingborg,Sweden,Lund University,Lund,Sweden,1666
Stockholm University,Stockholm,Sweden,Humberto Fernández Morán,La Cañada de Urdaneta,Venezuela,Central University of Venezuela,Caracas,Venezuela,1878
Lund University,Lund,Sweden,Pontus Fahlbeck,Q10727296,Sweden,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Jacob Benzelius,Uppsala Cathedral Assembly,Sweden,Lund University,Lund,Sweden,1477
Lund University,Lund,Sweden,Erland Samuel Bring,Ausås parish,Sweden,Lund University,Lund,Sweden,1666
Royal Institute of Technology,Stockholm,Sweden,Sune Lindström,Malmö,Sweden,Chalmers University of Technology,Gothenburg,Sweden,1827
Royal Institute of Technology,Stockholm,Sweden,Waloddi Weibull,Vittskövle,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Lund University,Lund,Sweden,Gunnar Malmquist,Ystad,Sweden,Uppsala University,Uppsala,Sweden,1666
Royal Institute of Technology,Stockholm,Sweden,Fredrik Ljungström,Stockholm,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Uppsala University,Uppsala,Sweden,Nils Strindberg,Maria Magdalena parish,Sweden,Stockholm University,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Lars Edvard Phragmén,Örebro,Sweden,Stockholm University,Stockholm,Sweden,1477
Lund University,Lund,Sweden,Elis Essen-Möller,Q10542111,Sweden,Lund University,Lund,Sweden,1666
Lund University,Lund,Sweden,Erik Hulthén,Helsingborg,Sweden,Stockholm University,Stockholm,Sweden,1666
Uppsala University,Uppsala,Sweden,Johannes Gezelius the elder,Q10656556,Sweden,Uppsala University,Uppsala,Sweden,1477
University of Gothenburg,Gothenburg,Sweden,Hans Davidsson,Gothenburg,Sweden,University of Gothenburg,Gothenburg,Sweden,1954
Karolinska Institute,Stockholm,Sweden,Karl-Axel Ekbom,Gothenburg,Sweden,Uppsala University,Uppsala,Sweden,1810
Stockholm University,Stockholm,Sweden,Karl-Axel Ekbom,Gothenburg,Sweden,Uppsala University,Uppsala,Sweden,1878
Karolinska Institute,Stockholm,Sweden,Karl-Axel Ekbom,Gothenburg,Sweden,Karolinska Institute,Stockholm,Sweden,1810
Stockholm University,Stockholm,Sweden,Humberto Fernández Morán,La Cañada de Urdaneta,Venezuela,Massachusetts Institute of Technology,Cambridge,United States of America,1878
Uppsala University,Uppsala,Sweden,Gabriel Gustafson,Visby,Sweden,Uppsala University,Uppsala,Sweden,1477
Stockholm University,Stockholm,Sweden,Karl-Axel Ekbom,Gothenburg,Sweden,Karolinska Institute,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Eric Gustaf Lidbeck,Edsleskogs parish,Sweden,Lund University,Lund,Sweden,1477
Uppsala University,Uppsala,Sweden,Yngve Larsson,Sundvall parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Johan Wilhelm Zetterstedt,Mjölby socken,Sweden,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Tamerlan Thorell,Gothenburg,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Sten Selander,Storkyrkoförsamlingen,Sweden,Uppsala University,Uppsala,Sweden,1477
Stockholm University,Stockholm,Sweden,Peter Pohl,Hamburg,Germany,Royal Institute of Technology,Stockholm,Sweden,1878
Lund University,Lund,Sweden,Erik Holmberg,Skillingaryd,Sweden,Uppsala University,Uppsala,Sweden,1666
Lund University,Lund,Sweden,Kilian Stobæus,Vinslövs församling,Sweden,Lund University,Lund,Sweden,1666
Lund University,Lund,Sweden,Gösta Rooth,Stockholm,Sweden,Uppsala University,Uppsala,Sweden,1666
Uppsala University,Uppsala,Sweden,Erik Stensiö,Oskarshamn,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Carl Fredrik Fallén,Kristinehamns,Sweden,Lund University,Lund,Sweden,1666
Lund University,Lund,Sweden,Carl Henrik Boheman,Jönköping,Sweden,Lund University,Lund,Sweden,1666
Luleå University of Technology,Luleå,Sweden,Zhong Zhihua,Xiangyin County,People's Republic of China,Linköping University,Linköping,Sweden,1971
Uppsala University,Uppsala,Sweden,Patrik Rorsman,Lund,Sweden,University of Oxford,Oxford,United Kingdom,1477
Lund University,Lund,Sweden,Herbert Olsson,Färgelanda,Sweden,Uppsala University,Uppsala,Sweden,1666
Umeå University,Umeå,Sweden,Anders Fällström,Sollefteå,Sweden,Mid Sweden University,Östersund,Sweden,1965
Mid Sweden University,Sundsvall,Sweden,Melodie MC,Sundsvall,Sweden,Mid Sweden University,Sundsvall,Sweden,1993
Umeå University,Umeå,Sweden,Sören Wibe,Östersund,Sweden,Umeå University,Umeå,Sweden,1965
Uppsala University,Uppsala,Sweden,Tor Andræ,Q10713934,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Carl Skottsberg,Q10543836,Sweden,Gothenburg Botanical Garden,Änggården,Sweden,1477
Stockholm University,Stockholm,Sweden,Sören Wibe,Östersund,Sweden,Umeå University,Umeå,Sweden,1878
University of Gothenburg,Gothenburg,Sweden,Sture Allén,Gothenburg,Sweden,University of Gothenburg,Gothenburg,Sweden,1954
Uppsala University,Uppsala,Sweden,Erik Benzelius the Elder,Q10570636,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Sven Dimborg,Dimbo,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Dag Hartelius,Härnösands domkyrkoförsamling,Sweden,National Defence Radio Establishment,Bromma,Sweden,1477
Chalmers University of Technology,Gothenburg,Sweden,Sven Hansbo,Q10604644,Sweden,Chalmers University of Technology,Gothenburg,Sweden,1829
Stockholm University,Stockholm,Sweden,Göran Malmqvist,Jönköping,Sweden,Stockholm University,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Knut Lundmark,Q10725763,Sweden,Lund University,Lund,Sweden,1477
