universityLabel,univlocationLabel,countryNameLabel,personLabel,pbornLabel,borncountryLabel,organizationLabel,orglocationLabel,orgcountryLabel,yearFounded
Uppsala University,Uppsala,Sweden,Gustaf Fredrik Östberg,Klara Parish,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Hjalmar Wijk,Klara Parish,Sweden,,,,1477
Chalmers University of Technology,Gothenburg,Sweden,Gunnar Wetterling,Q10562846,Sweden,,,,1829
Lund University,Lund,Sweden,Dan Åkerhielm,Q10655735,Sweden,,,,1666
Karolinska Institute,Stockholm,Sweden,Einar Wallquist,Steneby socken,Sweden,,,,1810
Uppsala University,Uppsala,Sweden,Johan Peter Westring,Linköping,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Lasse Wierup,Röstånga,Sweden,,,,1878
Stockholm University,Stockholm,Sweden,Olle Wästberg,Stockholm,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Juhana Wegelius (younger),Stockholm,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Samuel Älf,Q10551106,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Josef Östlihn,Stockholm,Sweden,,,,1827
Royal Institute of Technology,Stockholm,Sweden,Gustav Wilhelmsson Widmark,Helsingborg,Sweden,,,,1827
Royal Institute of Technology,Stockholm,Sweden,Gabriel Winge,Uppsala,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Fredrik Åkerblom,Falun,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Lars Spaak,Stockholm,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Sven Wranér,Kungsholms parish,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Karl Ivan Westman,Linköping,Sweden,,,,1477
Karolinska Institute,Stockholm,Sweden,Bertil Åberg,Gustav Vasa parish,Sweden,,,,1810
Chalmers University of Technology,Gothenburg,Sweden,Ivan Öfverholm,Q10570482,Sweden,,,,1829
Uppsala University,Uppsala,Sweden,Johan Widén,Q10550077,Sweden,,,,1477
University of Gothenburg,Gothenburg,Sweden,Mikael Wendt,Johanneberg,Sweden,,,,1954
Lund University,Lund,Sweden,Lasse Wierup,Röstånga,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Bengt Ågerup,Uppsala,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Otto Georg Wetterstrand,Skövde,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Olof Wijk den yngre,Domkyrkoförsamlingen in Göteborg,Sweden,,,,1477
University of Gothenburg,Gothenburg,Sweden,Martin Wallström,Uddevalla,Sweden,,,,1954
Royal Institute of Technology,Stockholm,Sweden,Oscar Åkerman,Stockholm,Sweden,,,,1827
Lund University,Lund,Sweden,Assar Åkerman,Q10512384,Sweden,,,,1666
Royal Institute of Technology,Stockholm,Sweden,Gusten Åberg,Malmö,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Martin Wahlbäck,Åmål,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Karl Gustaf Wetterhoff,Hattula,Finland,,,,1477
Uppsala University,Uppsala,Sweden,Knut Åkerhielm,Q10512954,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Johan Östberg,Gävle,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Q6238609,Jönköping,Sweden,,,,1477
Chalmers University of Technology,Gothenburg,Sweden,Erik Adolf Unge,Främmestad,Sweden,,,,1829
Uppsala University,Uppsala,Sweden,Herman Zetterberg,Q10511098,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Gunnar Wetterling,Q10562846,Sweden,,,,1827
Royal Institute of Technology,Stockholm,Sweden,Erik Upmark,Uppsala,Sweden,,,,1827
Lund University,Lund,Sweden,Hans Wachtmeister the elder,Valje,Sweden,,,,1666
Chalmers University of Technology,Gothenburg,Sweden,Anton Wallby,Q10712302,Sweden,,,,1829
Royal Institute of Technology,Stockholm,Sweden,Gösta Åbergh,Örebro,Sweden,,,,1827
Royal Institute of Technology,Stockholm,Sweden,Kirsten Sinding-Larsen,Christiania,Norway,,,,1827
Luleå University of Technology,Porsön,Sweden,Peter Vikström,Piteå,Sweden,,,,1971
Uppsala University,Uppsala,Sweden,Hjalmar Westring,Jönköping,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Hans Hansson Wachtmeister,Tromtö House,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Lars Åkerhielm the Younger,Hedvig Eleonora församling,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Gustav Adolf Widell,Hedvig Eleonora församling,Sweden,,,,1878
Royal Institute of Technology,Stockholm,Sweden,Karl Wärnberg,Eksjö,Sweden,,,,1827
Royal Institute of Technology,Stockholm,Sweden,Erik Ulrich,Hedvig Eleonora församling,Sweden,,,,1827
Lund University,Lund,Sweden,Q6230912,Gothenburg,Sweden,,,,1666
Linköping University,Linköping,Sweden,Markus Wiechel,Vreta,Sweden,,,,1975
Uppsala University,Uppsala,Sweden,Zakarias Wattrang,Södertälje,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Guido Valentin,Gothenburg,Sweden,,,,1878
Stockholm University,Stockholm,Sweden,Niklas Wykman,Kalmar,Sweden,,,,1878
Chalmers University of Technology,Gothenburg,Sweden,Hjalmar Cornilsen,Gothenburg,Sweden,,,,1829
Stockholm University,Stockholm,Sweden,Peter Arvai,Karlskoga,Sweden,,,,1878
Lund University,Lund,Sweden,Helgi Jónsson,Reykjavík,Iceland,,,,1666
Lund University,Lund,Sweden,Ragnar Pihlstrand,Lund,Sweden,,,,1666
Örebro University,Örebro,Sweden,Bjarne Bender Mortensen,Copenhagen,Denmark,,,,1977
Chalmers University of Technology,Gothenburg,Sweden,Tanel Tammet,Tallinn,Estonia,,,,1829
Uppsala University,Uppsala,Sweden,Nellie Quander,"Washington, D.C.",United States of America,,,,1477
Umeå University,Umeå,Sweden,Annika Norlin,Östersund,Sweden,,,,1965
Stockholm University,Stockholm,Sweden,Lena Struwe,New Jersey,United States of America,,,,1878
University of Gothenburg,Gothenburg,Sweden,Njuguna Ndung'u,Kenya,Kenya,,,,1954
Lund University,Lund,Sweden,Ivar Wieslander,Q10568275,Sweden,,,,1666
Lund University,Lund,Sweden,Magnus Mandersson,Gothenburg,Sweden,,,,1666
Lund University,Lund,Sweden,Kenneth Jonsson,Filipstad,Sweden,,,,1666
Royal Institute of Technology,Stockholm,Sweden,Wilhelm Olssøn,Horten,Norway,,,,1827
Mid Sweden University,Östersund,Sweden,Jan Helin,Nynäshamn,Sweden,,,,1993
Karolinska Institute,Stockholm,Sweden,Gerda Uddgren,Katarina parish,Sweden,,,,1810
Royal Institute of Technology,Stockholm,Sweden,Christian Fredrik Arbo,Drammen,Norway,,,,1827
Royal Institute of Technology,Stockholm,Sweden,Lucid Fall,Seoul,South Korea,,,,1827
Lund University,Lund,Sweden,Sada Mire,Hargeisa,Somaliland,,,,1666
Stockholm University,Stockholm,Sweden,Peter Wallenberg,Stockholm,Sweden,,,,1878
Stockholm University,Stockholm,Sweden,Katarina Bivald,Stockholm,Sweden,,,,1878
Lund University,Lund,Sweden,Karl Gunnar Persson,Borås,Sweden,,,,1666
Stockholm University,Stockholm,Sweden,Solveig Nordström,Stockholm,Sweden,,,,1878
Lund University,Lund,Sweden,Jana Witthedová,Zlín,Czech Republic,,,,1666
Chalmers University of Technology,Gothenburg,Sweden,Nicolay Nicolaysen Sontum,Bergen,Norway,,,,1829
Royal Institute of Technology,Stockholm,Sweden,Ulf Snellman,Stockholm,Sweden,,,,1827
Stockholm University,Stockholm,Sweden,Petter Öström,Stockholm,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Hildegard Björck,Q10435859,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Jasmin Staiblin,Endingen am Kaiserstuhl,Germany,,,,1827
Karolinska Institute,Stockholm,Sweden,Alma Sundquist,"Torps församling, Härnösand diocese",Sweden,,,,1810
Mid Sweden University,Östersund,Sweden,Fredrik Wikingsson,Vänersborg,Sweden,,,,1993
Royal Institute of Technology,Stockholm,Sweden,Christian Fredrik Arbo,Gulskogen,Norway,,,,1827
Chalmers University of Technology,Gothenburg,Sweden,PewDiePie,Gothenburg,Sweden,,,,1829
Uppsala University,Uppsala,Sweden,Gertrud Gussander,Q10700439,Sweden,,,,1477
Lund University,Lund,Sweden,Sada Mire,Hargeisa,Somalia,,,,1666
Royal Institute of Technology,Stockholm,Sweden,Walter Polakov,Luga,Russia,,,,1827
Uppsala University,Uppsala,Sweden,Pamela Ronald,Burlingame,United States of America,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Mostafa Ronaghi,United States of America,United States of America,,,,1827
Linköping University,Linköping,Sweden,Mikael Ohlsson,Linköping,Sweden,,,,1975
Chalmers University of Technology,Gothenburg,Sweden,Semir Mahjoub,Tunis,Tunisia,,,,1829
Lund University,Lund,Sweden,Hans Bernhard Ludwig Lembke,Greifswald,Germany,,,,1666
Lund University,Lund,Sweden,Hildegard Björck,Q10435859,Sweden,,,,1666
Royal Institute of Technology,Stockholm,Sweden,Samir Brikho,Stockholm,Sweden,,,,1827
Mid Sweden University,Sundsvall,Sweden,Jan Helin,Nynäshamn,Sweden,,,,1993
Uppsala University,Uppsala,Sweden,Alma Sundquist,"Torps församling, Härnösand diocese",Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Åke Åkerström,Örebro,Sweden,,,,1477
Chalmers University of Technology,Gothenburg,Sweden,Charles Bruff,Oslo,Norway,,,,1829
Uppsala University,Uppsala,Sweden,Ted Wachtmeister,Nyköping,Sweden,,,,1477
University of Gothenburg,Gothenburg,Sweden,Nils Ryndel,Vänersborg,Sweden,,,,1954
Lund University,Lund,Sweden,Astri Kleppe,Solna Municipality,Sweden,,,,1666
Royal Institute of Technology,Stockholm,Sweden,Örjan Lüning,Stockholm,Sweden,,,,1827
University of Gothenburg,Gothenburg,Sweden,Øystein Hedstrøm,Moss,Norway,,,,1954
Uppsala University,Uppsala,Sweden,Juhana Cajanus,Paltamo,Finland,,,,1477
Stockholm University,Stockholm,Sweden,Linda Engström,Uppsala,Sweden,,,,1878
Stockholm University,Stockholm,Sweden,Jamie Foster Brown,Chicago,United States of America,,,,1878
Royal Institute of Technology,Stockholm,Sweden,Magnus Egerstedt,Täby Municipality,Sweden,,,,1827
Chalmers University of Technology,Gothenburg,Sweden,Ture Schaar,Gothenburg,Sweden,,,,1829
University of Gothenburg,Gothenburg,Sweden,Muhammad al-Yaqoubi,Damascus,Syria,,,,1954
Uppsala University,Uppsala,Sweden,Nicolaus Nycopensis,Nyköping,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Carl Hamilton,Bo socken,Sweden,,,,1878
Royal Institute of Technology,Stockholm,Sweden,Niels Stockfleth Darre Eckhoff,Trondheim,Norway,,,,1827
Royal Institute of Technology,Stockholm,Sweden,John Settergren,Lidköping,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Klas August Linderfelt,Sweden,Sweden,,,,1477
Mid Sweden University,Sundsvall,Sweden,Fredrik Wikingsson,Vänersborg,Sweden,,,,1993
Uppsala University,Uppsala,Sweden,Rudolf Annerstedt,Tensta parish,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Hans Schlyter,Helsingborg,Sweden,,,,1827
University of Gothenburg,Gothenburg,Sweden,Efraim Davidi,La Plata,Argentina,,,,1954
Royal Institute of Technology,Stockholm,Sweden,Leif Grung,Bergen,Norway,,,,1827
Stockholm University,Stockholm,Sweden,Sten Aminoff,Uddevalla,Sweden,,,,1878
Lund University,Lund,Sweden,Fredrik Anderson,Karlskrona city community,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Henry Engler,Paysandú,Uruguay,,,,1477
Uppsala University,Uppsala,Sweden,Kuno Thomasson,Tallinn,Estonia,,,,1477
Stockholm University,Stockholm,Sweden,Cho Zang-hee,South Korea,South Korea,,,,1878
Uppsala University,Uppsala,Sweden,Cho Zang-hee,South Korea,South Korea,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Klas Tham,Stockholm,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Eyvind Bratt,Stockholm,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Greg Poehler,Boston,United States of America,,,,1878
Stockholm University,Stockholm,Sweden,Meemann Chang,Nanjing,People's Republic of China,,,,1878
Royal Institute of Technology,Stockholm,Sweden,Peter Arvai,Karlskoga,Sweden,,,,1827
Royal Institute of Technology,Stockholm,Sweden,Olle Lagergren,Skara,Sweden,,,,1827
Royal Institute of Technology,Stockholm,Sweden,Hillevi Callander,Södertälje,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Lennart Kjellberg,Q10712147,Sweden,,,,1477
University of Gothenburg,Gothenburg,Sweden,Siri M. Kvamme,Stanghelle,Norway,,,,1954
Uppsala University,Uppsala,Sweden,Tomas J. Philipson,Sweden,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Nicolaus Petri Agrelius,Småland,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Q13175744,Dicle,Turkey,,,,1878
Royal Institute of Technology,Stockholm,Sweden,Carlos Nyströmer,Visby,Sweden,,,,1827
Stockholm University,Stockholm,Sweden,Luis Eduardo Luna,Florencia,Colombia,,,,1878
Umeå University,Umeå,Sweden,Jari Niemelä,Vaasa,Finland,,,,1965
Umeå University,Umeå,Sweden,Jan Johansson,Skellefteå,Sweden,,,,1965
Stockholm University,Stockholm,Sweden,Bjarne Bender Mortensen,Copenhagen,Denmark,,,,1878
Lund University,Lund,Sweden,Kazunori Yamanoi,Kyoto,Japan,,,,1666
Stockholm University,Stockholm,Sweden,Q16157303,Bucharest,Romania,,,,1878
Chalmers University of Technology,Gothenburg,Sweden,Martin Lundstedt,Mariestad,Sweden,,,,1829
Lund University,Lund,Sweden,Arne Strid,Kristianstad,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Bengt Oxenstierna,Stockholm,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Nils Hasselmo,Värmland County,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Ture Schaar,Gothenburg,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Cynthia M. Grund,New Haven,United States of America,,,,1477
Karolinska Institute,Stockholm,Sweden,Madeleine Olsson Eriksson,Oscar Fredriks församling,Sweden,,,,1810
Lund University,Lund,Sweden,Andriy Melnyk,Lviv,Ukraine,,,,1666
Uppsala University,Uppsala,Sweden,Lorentz Clerck,Q10532599,Sweden,,,,1477
Karolinska Institute,Stockholm,Sweden,Katia Elliott,Santiago,Chile,,,,1810
Uppsala University,Uppsala,Sweden,Johannes Aurelius,Q10538095,Sweden,,,,1477
Lund University,Lund,Sweden,Göran Bundy,Malmö,Sweden,,,,1666
Chalmers University of Technology,Gothenburg,Sweden,Birger Dahlberg,Skellefteå,Sweden,,,,1829
Uppsala University,Uppsala,Sweden,Ashkan Pouya,Iran,Iran,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Frej Klemming,Stockholm,Sweden,,,,1827
Chalmers University of Technology,Gothenburg,Sweden,Abraham Fitzgibbon,Ireland,Ireland,,,,1829
Lund University,Lund,Sweden,Lars-Olof Brilioth,Uppsala,Sweden,,,,1666
Stockholm University,Stockholm,Sweden,LG Lundberg,Malmö,Sweden,,,,1878
Stockholm University,Stockholm,Sweden,Jonathan Sjöberg,Stockholm,Sweden,,,,1878
Lund University,Lund,Sweden,Jardar Seim,Oslo,Norway,,,,1666
Uppsala University,Uppsala,Sweden,Albrecht Lindcreutz,Södertälje,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Gustaf Lidberg,Stockholm,Sweden,,,,1477
Karolinska Institute,Stockholm,Sweden,Katarina Gospic,Kista,Sweden,,,,1810
Lund University,Lund,Sweden,Ingvar Grauers,Oskarshamn,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Carl Printzensköld,Q10435881,Sweden,,,,1477
Umeå University,Umeå,Sweden,Tedros Adhanom Ghebreyesus,Asmara,Eritrea,,,,1965
Uppsala University,Uppsala,Sweden,Gottfrid Fineman,Q10526862,Sweden,,,,1477
University of Gothenburg,Gothenburg,Sweden,Thomas Marco Blatt,Busan,South Korea,,,,1954
Stockholm University,Stockholm,Sweden,Gunilla Kinn,Örebro,Sweden,,,,1878
Stockholm University,Stockholm,Sweden,Katia Elliott,Santiago,Chile,,,,1878
Uppsala University,Uppsala,Sweden,Göran Engblom,Uppsala,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Elsa Collin,Helsingborg Municipality,Sweden,,,,1878
Royal Institute of Technology,Stockholm,Sweden,John Olsson,Hässleholm,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Herbert Ribbing,Eksjö,Sweden,,,,1477
Chalmers University of Technology,Gothenburg,Sweden,Abraham Fitzgibbon,Ireland,United Kingdom,,,,1829
University of Gothenburg,Gothenburg,Sweden,Christer Manhusen,Gothenburg,Sweden,,,,1954
University of Gothenburg,Gothenburg,Sweden,Bianca Kronlöf,Nynäshamn,Sweden,,,,1954
Uppsala University,Uppsala,Sweden,Anders Tottie,Stockholm,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Gunnar Reuterskiöld,Gothenburg,Sweden,,,,1878
Luleå University of Technology,Luleå,Sweden,Stina Honkamaa,Boden,Sweden,,,,1971
Uppsala University,Uppsala,Sweden,Erik Lovisin,Södertälje,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Johan Råfelt,Stockholm,Sweden,,,,1477
Lund University,Lund,Sweden,Madeleine Olsson Eriksson,Oscar Fredriks församling,Sweden,,,,1666
Stockholm University,Stockholm,Sweden,Tage Grönwall,Stockholm,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Andreas Johannis Arosandrinus,Västerås,Sweden,,,,1477
Örebro University,Örebro,Sweden,Lars Adaktusson,Jönköping,Sweden,,,,1977
Uppsala University,Uppsala,Sweden,Carl Nordenfalk,Hedvig Eleonora församling,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Lars Palmgren,Västerås,Sweden,,,,1477
Lund University,Lund,Sweden,Elsa Collin,Helsingborg Municipality,Sweden,,,,1666
University of Gothenburg,Gothenburg,Sweden,Malin Byström,Helsingborg,Sweden,,,,1954
Karolinska Institute,Stockholm,Sweden,Gunnar Nycander,Adolf Fredriks parish,Sweden,,,,1810
Uppsala University,Uppsala,Sweden,Einar Modig,Katarina parish,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Björn Palm,Norrtälje,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Gustaf Ljungdahl,Helsingborg,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Gunnar Dryselius,Sundsvall,Sweden,,,,1477
University of Gothenburg,Gothenburg,Sweden,Soraya Post,Gothenburg,Sweden,,,,1954
Uppsala University,Uppsala,Sweden,Carl Olof Gisle,Gothenburg,Sweden,,,,1477
University of Gothenburg,Gothenburg,Sweden,Sara Widén,Halmstad,Sweden,,,,1954
Uppsala University,Uppsala,Sweden,Frits Danielsson,Q10649548,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Lars Hedström,Eksjö,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Johan Nordlander,Multrå parish,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Thore Odhelius,Skara domkyrkoförsamling,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Mike Winnerstig,Täby Municipality,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Yngve Bjerström,Eksjö parish',Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Gunnar Nycander,Adolf Fredriks parish,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Claes Gustaf Rålamb,Stockholm,Sweden,,,,1477
Lund University,Lund,Sweden,Frithiof Dahlby,Szczecin,Poland,,,,1666
Lund University,Lund,Sweden,Ernst August Weidenhielm,Q10531266,Sweden,,,,1666
Royal Institute of Technology,Stockholm,Sweden,Axel Lindblad,Vadstena,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Einar Gauffin,Uppsala,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Hjalmar Linnström,Klara Parish,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Carl Fredric Aschling,Stockholm,Sweden,,,,1477
Karolinska Institute,Stockholm,Sweden,Carola Lemne,Lund,Sweden,,,,1810
Lund University,Lund,Sweden,Gunnar Nycander,Adolf Fredriks parish,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Christer Henrik d'Albedyhll,Riga,Latvia,,,,1477
Uppsala University,Uppsala,Sweden,Olof Rabenius,Uppsala,Sweden,,,,1477
University of Gothenburg,Gothenburg,Sweden,Johan Ullman,Norrtälje,Sweden,,,,1954
Uppsala University,Uppsala,Sweden,Wilhelm August Ferdinand Ekengren,Hedvig Eleonora församling,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Kálmán Vánky,Hungary,Hungary,,,,1477
Lund University,Lund,Sweden,Julian Togelius,Malmö,Sweden,,,,1666
Lund University,Lund,Sweden,Carl Fredrik Hochschild,Copenhagen,Denmark,,,,1666
Lund University,Lund,Sweden,Mikael von Törne,Q10505078,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Q16649383,Haninge Municipality,Sweden,,,,1477
Lund University,Lund,Sweden,Alice Teodorescu,Bucharest,Romania,,,,1666
Royal Institute of Technology,Stockholm,Sweden,Erik Ahlsén,Stockholm,Sweden,,,,1827
Karolinska Institute,Stockholm,Sweden,Elsa-Brita Nordlund,Katarina parish,Sweden,,,,1810
Uppsala University,Uppsala,Sweden,Valfrid Lindgren,Burträsk,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Joakim Zander,Stockholm,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Tore Ahlsén,Stockholm,Sweden,,,,1827
Stockholm University,Stockholm,Sweden,Bonnie Roupé,Stockholm,Sweden,,,,1878
Stockholm University,Stockholm,Sweden,Gunnar Holmgren,Vännäs,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Lennart Nylander,Edefors parish,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Lennart Westerberg,Gothenburg,Sweden,,,,1477
Luleå University of Technology,Porsön,Sweden,Stina Honkamaa,Boden,Sweden,,,,1971
Stockholm University,Stockholm,Sweden,Kristina Winberg,Mörrum,Sweden,,,,1878
Stockholm University,Stockholm,Sweden,Arba Kokalari,Tirana,Albania,,,,1878
Chalmers University of Technology,Gothenburg,Sweden,Thomas Engevall,Malmö,Sweden,,,,1829
Royal Institute of Technology,Stockholm,Sweden,Ingeborg Wærn Bugge,Oslo,Norway,,,,1827
Stockholm University,Stockholm,Sweden,Bertil Matérn,Gothenburg,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Bengt Rabaeus,Vara,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Lars Rabenius,Uppsala,Sweden,,,,1477
University of Gothenburg,Gothenburg,Sweden,Lars Adaktusson,Jönköping,Sweden,,,,1954
Uppsala University,Uppsala,Sweden,Lars Johanson,Köping,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Carl Johan Dyfverman,Q10718054,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Johan Linzander,Linköping,Sweden,,,,1477
Lund University,Lund,Sweden,Karl-Anders Wollter,Lund,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Åke W. Sjöberg,Sala,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Jakob Törnsköld,Vadstena,Sweden,,,,1477
Linnaeus University,Kalmar,Sweden,Nikita Glasnović,Malmö,Sweden,,,,2010
University of Gothenburg,Gothenburg,Sweden,Hans M. Hirschi,Samedan,Switzerland,,,,1954
Uppsala University,Uppsala,Sweden,Ludvig Johansson,Habo socken,Sweden,,,,1477
Lund University,Lund,Sweden,Sverker Johansson,Lund,Sweden,,,,1666
University of Gothenburg,Gothenburg,Sweden,Bo Henrikson,Gothenburg,Sweden,,,,1954
Uppsala University,Uppsala,Sweden,Torsten Hammarström,Hedvig Eleonora församling,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Karl P. Dahlgren,Q10727654,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Petra Bauer,Stockholm,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Arvid Lidén,Q33111100,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Ture Gabrielsson Oxenstierna,Tallinn,Estonia,,,,1477
Uppsala University,Uppsala,Sweden,Lennart Holm,Umeå,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Anders Lindhielm,Stockholm,Sweden,,,,1477
Lund University,Lund,Sweden,Pär Olof Sandå,Bjärred,Sweden,,,,1666
Karolinska Institute,Stockholm,Sweden,Celestino Obua,Uganda,Uganda,,,,1810
Lund University,Lund,Sweden,Daniel Akenine,Sweden,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Per Adolf Ekorn,Q10682103,Sweden,,,,1477
Lund University,Lund,Sweden,Daniel Kidega,St. Mary's Hospital Lacor,Uganda,,,,1666
Uppsala University,Uppsala,Sweden,Ann-Marie Stalfelt,Stockholm,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Ingemar Stjernberg,Bollnäs,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Anders Ahlén,Tollarp,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Malte Ameen,Karlskrona,Sweden,,,,1477
Chalmers University of Technology,Gothenburg,Sweden,Leif Floberg,Vänersborg,Sweden,,,,1829
Uppsala University,Uppsala,Sweden,Mauritz Nilsson Posse,Stockholm,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Johan Törner,Skänninge,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Jurgen von Zweigbergk,Växjö,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Gustaf Bergström,Eskilstuna,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Hakim Sendagire,Uganda,Uganda,,,,1477
Uppsala University,Uppsala,Sweden,Constans Pontin,Klara Parish,Sweden,,,,1477
Lund University,Lund,Sweden,Gustaf Emanuel af Geijerstam,Q10684757,Sweden,,,,1666
Stockholm University,Stockholm,Sweden,Ann Linde,Helsingborg,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Nani García,A Coruña,Spain,,,,1477
Lund University,Lund,Sweden,Paul Edvard Filéen,Q18335137,Sweden,,,,1666
Lund University,Lund,Sweden,Gärda Lidforss af Geijerstam,Lunds Cathedral Assembly,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Ingeborg Essén,Strängnäs,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Carl Wachtmeister,Stockholm,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Lennart Illerstad,Stockholm,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Tone Bengtsson,Uppsala,Sweden,,,,1477
Chalmers University of Technology,Gothenburg,Sweden,Erik Gunnar Rehnmark,Hörnefors,Sweden,,,,1829
Chalmers University of Technology,Gothenburg,Sweden,Oswald Westerberg,Alingsås,Sweden,,,,1829
Chalmers University of Technology,Gothenburg,Sweden,Bo Björkman,Finnerödja,Sweden,,,,1829
Uppsala University,Uppsala,Sweden,Dzunik Aghajanyan,Yerevan,Armenia,,,,1477
Lund University,Lund,Sweden,Fredrik Modéus,Jönköping,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Johan Törner,Linköping,Sweden,,,,1477
Lund University,Lund,Sweden,Ivar Mendez,La Paz,Bolivia,,,,1666
Linnaeus University,Växjö,Sweden,Dennis Dioukarev,Gothenburg,Sweden,,,,2010
Uppsala University,Uppsala,Sweden,Jeremias Wallén,Piikkiö,Finland,,,,1477
