humanLabel,uniLabel,orgLabel,orglocationLabel,orgcountryLabel
Elis Strömgren,Lund University,University of Kiel,Kiel,Germany
Elis Strömgren,Lund University,University of Copenhagen,Kiel,Germany
Elis Strömgren,Lund University,Lund University,Kiel,Germany
Bengt I. Samuelsson,Lund University,Karolinska Institute,Stockholm,Sweden
Lars Hörmander,Lund University,Lund University,Stockholm,Sweden
Lars Hörmander,Lund University,Stockholm University,Stockholm,Sweden
Ivar Wickman,Lund University,Karolinska Institute,Stockholm,Sweden
Johan Wilhelm Dalman,Lund University,Karolinska Institute,Stockholm,Sweden
Anders Retzius,Lund University,Karolinska Institute,Stockholm,Sweden
Anders Lindstedt,Lund University,University of Tartu,Stockholm,Sweden
Anders Lindstedt,Lund University,Lund University,Stockholm,Sweden
Anders Lindstedt,Lund University,Royal Institute of Technology,Stockholm,Sweden
Gustaf Retzius,Lund University,Lund University,Stockholm,Sweden
Gustaf Retzius,Lund University,Karolinska Institute,Stockholm,Sweden
Elias Magnus Fries,Lund University,Uppsala University,Lund,Sweden
Elias Magnus Fries,Lund University,Lund University,Lund,Sweden
Jonas Hafström,Lund University,Lund University,Lund,Sweden
Manne Siegbahn,Lund University,Uppsala University,Lund,Sweden
Manne Siegbahn,Lund University,Lund University,Lund,Sweden
Sven Nilsson,Lund University,Lund University,Lund,Sweden
Frans Gustaf Emanuel Walberg,Lund University,Lund University,Lund,Sweden
Örjan Wikander,Lund University,Lund University,Lund,Sweden
Arvid Carlsson,Lund University,Lund University,Lund,Sweden
Arvid Carlsson,Lund University,University of Gothenburg,Lund,Sweden
Östen Undén,Lund University,Uppsala University,Lund,Sweden
Östen Undén,Lund University,Lund University,Lund,Sweden
Johannes Rydberg,Lund University,Lund University,Lund,Sweden
K. G. Hammar,Lund University,Lund University,Lund,Sweden
Martin P. Nilsson,Lund University,Lund University,Lund,Sweden
Gottfrid Billing,Lund University,Lund University,Lund,Sweden
Lars Hörmander,Lund University,Lund University,Lund,Sweden
Lars Hörmander,Lund University,Stockholm University,Lund,Sweden
Torsten Hägerstrand,Lund University,Lund University,Lund,Sweden
Carl Adolph Agardh,Lund University,Lund University,Lund,Sweden
Carl Adolph Agardh,Lund University,The Academic Society,Lund,Sweden
Esaias Tegnér,Lund University,Lund University,Lund,Sweden
Carl Jakob Sundevall,Lund University,Lund University,Lund,Sweden
Anders Nygren,Lund University,Lund University,Lund,Sweden
Göran Therborn,Lund University,Uppsala University,Lund,Sweden
Göran Therborn,Lund University,Lund University,Lund,Sweden
Göran Therborn,Lund University,University of Gothenburg,Lund,Sweden
Göran Therborn,Lund University,Radboud University Nijmegen,Lund,Sweden
Carl Wilhelm Oseen,Lund University,Uppsala University,Lund,Sweden
Carl Wilhelm Oseen,Lund University,Lund University,Lund,Sweden
Christian Wilhelm Blomstrand,Lund University,Lund University,Lund,Sweden
Anders Jahan Retzius,Lund University,Lund University,Lund,Sweden
Anders Lindstedt,Lund University,University of Tartu,Lund,Sweden
Anders Lindstedt,Lund University,Lund University,Lund,Sweden
Anders Lindstedt,Lund University,Royal Institute of Technology,Lund,Sweden
Anders Wiman,Lund University,Uppsala University,Lund,Sweden
Anders Wiman,Lund University,Lund University,Lund,Sweden
Arvid Lindau,Lund University,Lund University,Lund,Sweden
Sven Ludvig Lovén,Lund University,Lund University,Lund,Sweden
Wilhelm Agrell,Lund University,Lund University,Lund,Sweden
Gustaf Retzius,Lund University,Lund University,Lund,Sweden
Gustaf Retzius,Lund University,Karolinska Institute,Lund,Sweden
Carl Linnaeus,Lund University,Uppsala University,Uppsala,Sweden
Elias Magnus Fries,Lund University,Uppsala University,Uppsala,Sweden
Elias Magnus Fries,Lund University,Lund University,Uppsala,Sweden
Manne Siegbahn,Lund University,Uppsala University,Uppsala,Sweden
Manne Siegbahn,Lund University,Lund University,Uppsala,Sweden
Östen Undén,Lund University,Uppsala University,Uppsala,Sweden
Östen Undén,Lund University,Lund University,Uppsala,Sweden
Göran Therborn,Lund University,Uppsala University,Uppsala,Sweden
Göran Therborn,Lund University,Lund University,Uppsala,Sweden
Göran Therborn,Lund University,University of Gothenburg,Uppsala,Sweden
Göran Therborn,Lund University,Radboud University Nijmegen,Uppsala,Sweden
Carl Wilhelm Oseen,Lund University,Uppsala University,Uppsala,Sweden
Carl Wilhelm Oseen,Lund University,Lund University,Uppsala,Sweden
Anders Wiman,Lund University,Uppsala University,Uppsala,Sweden
Anders Wiman,Lund University,Lund University,Uppsala,Sweden
Herman Bernhard Lundborg,Lund University,Uppsala University,Uppsala,Sweden
Arvid Carlsson,Lund University,Lund University,Gothenburg,Sweden
Arvid Carlsson,Lund University,University of Gothenburg,Gothenburg,Sweden
Göran Therborn,Lund University,Uppsala University,Gothenburg,Sweden
Göran Therborn,Lund University,Lund University,Gothenburg,Sweden
Göran Therborn,Lund University,University of Gothenburg,Gothenburg,Sweden
Göran Therborn,Lund University,Radboud University Nijmegen,Gothenburg,Sweden
Lars Vilks,Lund University,University of Bergen,Bergen,Norway
Lars Vilks,Lund University,Oslo National Academy of the Arts,Bergen,Norway
Bertil Ohlin,Lund University,University of Copenhagen,Vasastaden,Sweden
Bertil Ohlin,Lund University,Stockholm School of Economics,Vasastaden,Sweden
Arve Solstad,Lund University,University of Oslo,Oslo,Norway
Arne Kaijser,Lund University,Royal Institute of Technology,Stockholm,Sweden
Karolina Ekholm,Lund University,Stockholm University,Stockholm,Sweden
Karolina Ekholm,Lund University,Stockholm School of Economics,Stockholm,Sweden
Gertrud Lennander,Lund University,Stockholm University,Stockholm,Sweden
Karna Lidmar-Bergström,Lund University,Lund University,Stockholm,Sweden
Karna Lidmar-Bergström,Lund University,Stockholm University,Stockholm,Sweden
Göran Andersson,Lund University,Royal Institute of Technology,Stockholm,Sweden
Anders Andrén,Lund University,Lund University,Stockholm,Sweden
Anders Andrén,Lund University,Stockholm University,Stockholm,Sweden
Hilma Borelius,Lund University,Lund University,Lund,Sweden
Gunilla Florby,Lund University,Lund University,Lund,Sweden
Gunilla Florby,Lund University,University of Gothenburg,Lund,Sweden
Ann Heberlein,Lund University,Lund University,Lund,Sweden
Inger-Lena Hultberg,Lund University,Lund University,Lund,Sweden
Karna Lidmar-Bergström,Lund University,Lund University,Lund,Sweden
Karna Lidmar-Bergström,Lund University,Stockholm University,Lund,Sweden
Sara Snogerup Linse,Lund University,Lund University,Lund,Sweden
Catharina Stenqvist,Lund University,Lund University,Lund,Sweden
Frederic Wilhelm Christian Areschoug,Lund University,Lund University,Lund,Sweden
Edvard Magnus Rodhe,Lund University,Uppsala University,Lund,Sweden
Edvard Magnus Rodhe,Lund University,Lund University,Lund,Sweden
Felix Mitelman,Lund University,Lund University,Lund,Sweden
Martin Erik Ahlman,Lund University,Lund University,Lund,Sweden
Anders Andrén,Lund University,Lund University,Lund,Sweden
Anders Andrén,Lund University,Stockholm University,Lund,Sweden
Nils Peter Angelin,Lund University,Lund University,Lund,Sweden
John Ask,Lund University,Lund University,Lund,Sweden
Gunnar Aspelin,Lund University,Lund University,Lund,Sweden
Albert Ahlberg,Lund University,Q10550663,Varberg,Sweden
Edvard Magnus Rodhe,Lund University,Uppsala University,Uppsala,Sweden
Edvard Magnus Rodhe,Lund University,Lund University,Uppsala,Sweden
Jan Agrell,Lund University,Uppsala University,Uppsala,Sweden
Erik Ask-Upmark,Lund University,Uppsala University,Uppsala,Sweden
Matthias Asp,Lund University,Uppsala University,Uppsala,Sweden
Matthias Asp,Lund University,Uppsala University Library,Uppsala,Sweden
Bengt Nordén,Lund University,Chalmers University of Technology,Gothenburg,Sweden
Bo Rothstein,Lund University,Harvard University,Gothenburg,Sweden
Bo Rothstein,Lund University,University of Gothenburg,Gothenburg,Sweden
Gunilla Florby,Lund University,Lund University,Gothenburg,Sweden
Gunilla Florby,Lund University,University of Gothenburg,Gothenburg,Sweden
Anne-Marie Hermansson,Lund University,Chalmers University of Technology,Gothenburg,Sweden
Lisbeth Larsson,Lund University,University of Gothenburg,Gothenburg,Sweden
Astrid Norberg,Lund University,Umeå University,Umeå,Sweden
Arne Wiig,Lund University,Mid Sweden University,Sundsvall,Sweden
Arne Wiig,Lund University,Mid Sweden University,Östersund,Sweden
Matthias Asp,Lund University,Uppsala University,Carolina Rediviva,Sweden
Matthias Asp,Lund University,Uppsala University Library,Carolina Rediviva,Sweden
Karolina Ekholm,Lund University,Stockholm University,Vasastaden,Sweden
Karolina Ekholm,Lund University,Stockholm School of Economics,Vasastaden,Sweden
Inger Ashing,Lund University,Save the Children,Huddinge,Sweden
Inger Ashing,Lund University,Q47011663,Huddinge,Sweden
Helena Flam,Lund University,Leipzig University,Germany,Germany
David M. Wilson,Lund University,British Museum,Cambridge,United Kingdom
David M. Wilson,Lund University,University of Cambridge,Cambridge,United Kingdom
Erik Hulthén,Lund University,University of Copenhagen,Stockholm,Sweden
Erik Hulthén,Lund University,Lund University,Stockholm,Sweden
Erik Hulthén,Lund University,Stockholm University,Stockholm,Sweden
Peter Perlmann,Lund University,Stockholm University,Stockholm,Sweden
Fredrik Adam Smitt,Lund University,Uppsala University,Stockholm,Sweden
Fredrik Adam Smitt,Lund University,Stockholm University,Stockholm,Sweden
Bror Emil Hildebrand,Lund University,Lund University,Lund,Sweden
Cecilia Jarlskog,Lund University,Lund University,Lund,Sweden
Peter Gärdenfors,Lund University,Lund University,Lund,Sweden
Elis Essen-Möller,Lund University,Lund University,Lund,Sweden
Johan Wilhelm Zetterstedt,Lund University,Lund University,Lund,Sweden
Nils Christoffer Dunér,Lund University,Uppsala University,Lund,Sweden
Nils Christoffer Dunér,Lund University,Lund University,Lund,Sweden
Henrik Reuterdahl,Lund University,Lund University,Lund,Sweden
Erik Hulthén,Lund University,University of Copenhagen,Lund,Sweden
Erik Hulthén,Lund University,Lund University,Lund,Sweden
Erik Hulthén,Lund University,Stockholm University,Lund,Sweden
Erland Samuel Bring,Lund University,Lund University,Lund,Sweden
Albert Victor Bäcklund,Lund University,Lund University,Lund,Sweden
Kilian Stobæus,Lund University,Lund University,Lund,Sweden
Pontus Fahlbeck,Lund University,Lund University,Lund,Sweden
Göte Turesson,Lund University,Lund University,Lund,Sweden
Gun Hellsvik,Lund University,Lund University,Lund,Sweden
Martin Lind,Lund University,Lund University,Lund,Sweden
Otto Martin Torell,Lund University,Lund University,Lund,Sweden
Axel Leijonhufvud,Lund University,"University of California, Los Angeles",Lund,Sweden
Axel Leijonhufvud,Lund University,Lund University,Lund,Sweden
Sverker Oredsson,Lund University,Lund University,Lund,Sweden
Anders Gustaf Dahlbom,Lund University,Lund University,Lund,Sweden
Mauricio Rojas,Lund University,Lund University,Lund,Sweden
Mauricio Rojas,Lund University,King Juan Carlos University,Lund,Sweden
Torbjörn Sjöstrand,Lund University,Lund University,Lund,Sweden
Carl Gustaf Thomson,Lund University,Lund University,Lund,Sweden
Svante Samuel Murbeck,Lund University,Lund University,Lund,Sweden
Einar Naumann,Lund University,Lund University,Lund,Sweden
Björn Bjerke,Lund University,University of Southern California,Lund,Sweden
Björn Bjerke,Lund University,Lund University,Lund,Sweden
Björn Bjerke,Lund University,University of Waikato,Lund,Sweden
Åke Gustafsson,Lund University,Lund University,Lund,Sweden
Axel Möller,Lund University,Lund University,Lund,Sweden
Carl Martin Edsman,Lund University,Uppsala University,Lund,Sweden
Carl Martin Edsman,Lund University,Lund University,Lund,Sweden
Nils Christoffer Dunér,Lund University,Uppsala University,Uppsala,Sweden
Nils Christoffer Dunér,Lund University,Lund University,Uppsala,Sweden
Erik Holmberg,Lund University,Uppsala University,Uppsala,Sweden
Gunnar Malmquist,Lund University,Uppsala University,Uppsala,Sweden
Wilhelm Lilljeborg,Lund University,Uppsala University,Uppsala,Sweden
Fredrik Adam Smitt,Lund University,Uppsala University,Uppsala,Sweden
Fredrik Adam Smitt,Lund University,Stockholm University,Uppsala,Sweden
Carl Martin Edsman,Lund University,Uppsala University,Uppsala,Sweden
Carl Martin Edsman,Lund University,Lund University,Uppsala,Sweden
Anders Hallberg,Lund University,Uppsala University,Uppsala,Sweden
Per-Ingvar Brånemark,Lund University,University of Gothenburg,Gothenburg,Sweden
David M. Wilson,Lund University,British Museum,British Museum,United Kingdom
David M. Wilson,Lund University,University of Cambridge,British Museum,United Kingdom
Elis Strömgren,Lund University,University of Kiel,Lund,Sweden
Elis Strömgren,Lund University,University of Copenhagen,Lund,Sweden
Elis Strömgren,Lund University,Lund University,Lund,Sweden
Axel Moberg,Lund University,Lund University,Lund,Sweden
Lars Gårding,Lund University,Lund University,Lund,Sweden
Carl Fredrik Fallén,Lund University,Lund University,Lund,Sweden
Carl Henrik Boheman,Lund University,Lund University,Lund,Sweden
Gunnar Jarring,Lund University,Lund University,Lund,Sweden
Erik Lindahl,Lund University,Uppsala University,Uppsala,Sweden
Erik Lindahl,Lund University,University of Gothenburg,Uppsala,Sweden
Johan Erhard Areschoug,Lund University,Uppsala University,Uppsala,Sweden
Jesper Swedberg,Lund University,Uppsala University,Uppsala,Sweden
Gregor Paulsson,Lund University,Uppsala University,Uppsala,Sweden
Johan Gottschalk Wallerius,Lund University,Uppsala University,Uppsala,Sweden
Ludwig Ramberg,Lund University,Uppsala University,Uppsala,Sweden
Erik Lindahl,Lund University,Uppsala University,Gothenburg,Sweden
Erik Lindahl,Lund University,University of Gothenburg,Gothenburg,Sweden
Gustaf Åkerman,Lund University,University of Gothenburg,Gothenburg,Sweden
Hans Rausing,Lund University,Tetra Pak,Vasastaden,Sweden
Hans Rausing,Lund University,Stockholm School of Economics,Vasastaden,Sweden
Sture Petrén,Lund University,Stockholm School of Economics,Vasastaden,Sweden
Sven Ove Hansson,Lund University,Royal Institute of Technology,Stockholm,Sweden
Sven Åke Heed,Lund University,Stockholm University,Stockholm,Sweden
Hans Hertz,Lund University,Royal Institute of Technology,Stockholm,Sweden
Lars Holst,Lund University,Uppsala University,Stockholm,Sweden
Lars Holst,Lund University,Royal Institute of Technology,Stockholm,Sweden
Torsten Husén,Lund University,Stockholm University,Stockholm,Sweden
Peter Klason,Lund University,Royal Institute of Technology,Stockholm,Sweden
Q5950374,Lund University,Lund University,Stockholm,Sweden
Q5950374,Lund University,Stockholm University,Stockholm,Sweden
Stefan Lindskog,Lund University,Stockholm University,Stockholm,Sweden
Stefan Lindskog,Lund University,University of Gothenburg,Stockholm,Sweden
Christian Lovén,Lund University,Karolinska Institute,Stockholm,Sweden
Ivar Malmer,Lund University,Royal Institute of Technology,Stockholm,Sweden
Knut Anton Walter Gyllenberg,Lund University,Lund University,Lund,Sweden
Q5789538,Lund University,Lund University,Lund,Sweden
Stefan Hedlund,Lund University,Uppsala University,Lund,Sweden
Stefan Hedlund,Lund University,Lund University,Lund,Sweden
Nils Heribert-Nilsson,Lund University,Lund University,Lund,Sweden
Anders Jarlert,Lund University,Lund University,Lund,Sweden
Gunnar Karlström,Lund University,Lund University,Lund,Sweden
Karl Georg Herman Lang,Lund University,Lund University,Lund,Sweden
Anders Lidbeck,Lund University,Lund University,Lund,Sweden
Q5950374,Lund University,Lund University,Lund,Sweden
Q5950374,Lund University,Stockholm University,Lund,Sweden
Josua Lindahl,Lund University,Lund University,Lund,Sweden
Johan Martin Lovén,Lund University,Lund University,Lund,Sweden
Johan Martin Lovén,Lund University,Chalmers University of Technology,Lund,Sweden
Johan Lundblad,Lund University,Lund University,Lund,Sweden
Bernhard Lundgren,Lund University,Lund University,Lund,Sweden
Stefan Hedlund,Lund University,Uppsala University,Uppsala,Sweden
Stefan Hedlund,Lund University,Lund University,Uppsala,Sweden
Lars Holst,Lund University,Uppsala University,Uppsala,Sweden
Lars Holst,Lund University,Royal Institute of Technology,Uppsala,Sweden
Gunnar Ingelman,Lund University,Uppsala University,Uppsala,Sweden
Pehr Kölmark,Lund University,Uppsala University,Uppsala,Sweden
Axel Otto Lindfors,Lund University,Uppsala University,Uppsala,Sweden
Malte Jacobsson,Lund University,University of Gothenburg,Gothenburg,Sweden
Thomas Johansson,Lund University,University of Gothenburg,Gothenburg,Sweden
Martin Jönsson,Lund University,University of Gothenburg,Gothenburg,Sweden
Sven-Eric Liedman,Lund University,University of Gothenburg,Gothenburg,Sweden
Stefan Lindskog,Lund University,Stockholm University,Gothenburg,Sweden
Stefan Lindskog,Lund University,University of Gothenburg,Gothenburg,Sweden
Johan Martin Lovén,Lund University,Lund University,Gothenburg,Sweden
Johan Martin Lovén,Lund University,Chalmers University of Technology,Gothenburg,Sweden
Lennart Ljung,Lund University,Linköping University,Linköping,Sweden
Göran Lindblom,Lund University,Umeå University,Umeå,Sweden
Per Lindström,Lund University,Mid Sweden University,Sundsvall,Sweden
Per Lindström,Lund University,Mid Sweden University,Östersund,Sweden
Gudmund Borelius,Lund University,Royal Institute of Technology,Stockholm,Sweden
Gunnar Borg,Lund University,Stockholm University,Stockholm,Sweden
Fredrik August Cederschiöld,Lund University,Karolinska Institute,Stockholm,Sweden
Q5708842,Lund University,Stockholm University,Stockholm,Sweden
Q5708842,Lund University,Umeå University,Stockholm,Sweden
Q5740594,Lund University,Stockholm University,Stockholm,Sweden
Hans Bendz,Lund University,Lund University,Lund,Sweden
Hans Bendz,Lund University,Ramlösa hälsobrunn,Lund,Sweden
Carl Georg Björling,Lund University,Lund University,Lund,Sweden
Bengt Borgström,Lund University,Lund University,Lund,Sweden
Gunnar Carlquist,Lund University,Lund University,Lund,Sweden
Gunnar Carlquist,Lund University,Lund University Library,Lund,Sweden
Gunnar Carlquist,Lund University,Lund University,Lund,Sweden
Gunnar Carlquist,Lund University,Lund University Library,Lund,Sweden
Fredrik Johan Cederschiöld,Lund University,Lund University,Lund,Sweden
Björn Dahlbäck,Lund University,Lund University,Lund,Sweden
Lennart Eberson,Lund University,Lund University,Lund,Sweden
David Nehrman Ehrenstråhle,Lund University,Lund University,Lund,Sweden
Hans Runemark,Lund University,Lund University,Lund,Sweden
Ulf Ellervik,Lund University,Lund University,Lund,Sweden
Henrik Sjöbring,Lund University,Lund University,Lund,Sweden
Claes Fahlander,Lund University,Lund University,Lund,Sweden
Arvid Henrik Florman,Lund University,Lund University,Lund,Sweden
John Forssman,Lund University,Lund University,Lund,Sweden
Mattias Fremling,Lund University,Lund University,Lund,Sweden
Carl-Erik Fröberg,Lund University,Lund University,Lund,Sweden
Otto Gertz,Lund University,Lund University,Lund,Sweden
Paul Davidsson,Lund University,Malmö University,Malmö,Sweden
Paul Davidsson,Lund University,Blekinge Institute of Technology,Malmö,Sweden
Jan Arvid Böök,Lund University,Uppsala University,Uppsala,Sweden
Bo Bergman,Lund University,Linköping University,Gothenburg,Sweden
Bo Bergman,Lund University,Chalmers University of Technology,Gothenburg,Sweden
Stig Centerwall,Lund University,Chalmers University of Technology,Gothenburg,Sweden
Per Delsing,Lund University,University of Gothenburg,Gothenburg,Sweden
Per Delsing,Lund University,Chalmers University of Technology,Gothenburg,Sweden
Per Delsing,Lund University,University of Gothenburg,Gothenburg,Sweden
Per Delsing,Lund University,Chalmers University of Technology,Gothenburg,Sweden
Anders Enemar,Lund University,University of Gothenburg,Gothenburg,Sweden
Bo Bergman,Lund University,Linköping University,Linköping,Sweden
Bo Bergman,Lund University,Chalmers University of Technology,Linköping,Sweden
Q5708842,Lund University,Stockholm University,Umeå,Sweden
Q5708842,Lund University,Umeå University,Umeå,Sweden
Paul Davidsson,Lund University,Malmö University,Karlskrona,Sweden
Paul Davidsson,Lund University,Blekinge Institute of Technology,Karlskrona,Sweden
Hans Bendz,Lund University,Lund University,Q1445185,Sweden
Hans Bendz,Lund University,Ramlösa hälsobrunn,Q1445185,Sweden
Selim Birger,Lund University,Saint George's Hospital,Stadshagen,Sweden
Erik Dahmén,Lund University,Stockholm School of Economics,Vasastaden,Sweden
Alexander Ljungqvist,Lund University,University of Cambridge,London,United Kingdom
Alexander Ljungqvist,Lund University,New York University,London,United Kingdom
Alexander Ljungqvist,Lund University,London Business School,London,United Kingdom
Alexander Ljungqvist,Lund University,University of Cambridge,Cambridge,United Kingdom
Alexander Ljungqvist,Lund University,New York University,Cambridge,United Kingdom
Alexander Ljungqvist,Lund University,London Business School,Cambridge,United Kingdom
Mortimer Agardh,Lund University,Lund University,Lund,Sweden
Abraham Peter Cronholm,Lund University,Lund University,Lund,Sweden
Bengt Lidforss,Lund University,Uppsala University,Lund,Sweden
Bengt Lidforss,Lund University,Lund University,Lund,Sweden
Bengt Lidforss,Lund University,Uppsala University,Uppsala,Sweden
Bengt Lidforss,Lund University,Lund University,Uppsala,Sweden
Rolf Maximilian Sievert,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Ivar Wickman,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Göran Liljestrand,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Ewa Björling,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Carl Gustaf Mosander,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Karl Oskar Medin,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Gustaf Retzius,Karolinska Institute,Lund University,Stockholm,Sweden
Gustaf Retzius,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Biörn Ivemark,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Lars Gyllensten,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Carl-Henry Alström,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Karl-Axel Ekbom,Karolinska Institute,Uppsala University,Stockholm,Sweden
Karl-Axel Ekbom,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Fritiof S. Sjöstrand,Karolinska Institute,"University of California, Los Angeles",Stockholm,Sweden
Fritiof S. Sjöstrand,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Klas Kärre,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Henning Waldenström,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Yngve Zotterman,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Clarence Crafoord,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Lars Leksell,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Erik Jorpes,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Britt-Marie Sjöberg,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Britt-Marie Sjöberg,Karolinska Institute,Stockholm University,Stockholm,Sweden
Britt-Marie Sjöberg,Karolinska Institute,Swedish University of Agricultural Sciences,Stockholm,Sweden
Britt-Marie Sjöberg,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Britt-Marie Sjöberg,Karolinska Institute,Stockholm University,Stockholm,Sweden
Britt-Marie Sjöberg,Karolinska Institute,Swedish University of Agricultural Sciences,Stockholm,Sweden
Harriet Wallberg-Henriksson,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Juleen Zierath,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Carl-Göran Hedén,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Jan Andersson,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Gunnar Bjursell,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Gunnar Bjursell,Karolinska Institute,University of Gothenburg,Stockholm,Sweden
Gunnar Bjursell,Karolinska Institute,Chalmers University of Technology,Stockholm,Sweden
Tomas Cronholm,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Stefan Einhorn,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Q5714810,Karolinska Institute,Royal Institute of Technology,Stockholm,Sweden
Q5714810,Karolinska Institute,Mid Sweden University,Stockholm,Sweden
Q5740442,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Sven Gard,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Carl-Gustav Groth,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Jan-Åke Gustafsson,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Q5786999,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Magnus Ingelman-Sundberg,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Isak Jundell,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Jesper Lagergren,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Yngve A. A. Larsson,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Yngve A. A. Larsson,Karolinska Institute,Linköping University,Stockholm,Sweden
Yngve A. A. Larsson,Karolinska Institute,Addis Ababa University,Stockholm,Sweden
Urban Lendahl,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Lennart Levi,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Q5953343,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Carl Albert Lindström,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Christian Lovén,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Stephan Rössner,Karolinska Institute,Karolinska Institute,Stockholm,Sweden
Pehr Victor Edman,Karolinska Institute,Lund University,Lund,Sweden
Gustaf Retzius,Karolinska Institute,Lund University,Lund,Sweden
Gustaf Retzius,Karolinska Institute,Karolinska Institute,Lund,Sweden
Sten Levander,Karolinska Institute,Lund University,Lund,Sweden
Herman Bernhard Lundborg,Karolinska Institute,Uppsala University,Uppsala,Sweden
Karl-Axel Ekbom,Karolinska Institute,Uppsala University,Uppsala,Sweden
Karl-Axel Ekbom,Karolinska Institute,Karolinska Institute,Uppsala,Sweden
Britt-Marie Sjöberg,Karolinska Institute,Karolinska Institute,Uppsala,Sweden
Britt-Marie Sjöberg,Karolinska Institute,Stockholm University,Uppsala,Sweden
Britt-Marie Sjöberg,Karolinska Institute,Swedish University of Agricultural Sciences,Uppsala,Sweden
Leif Hambræus,Karolinska Institute,Uppsala University,Uppsala,Sweden
Lars Lannfelt,Karolinska Institute,Uppsala University,Uppsala,Sweden
Torvard C. Laurent,Karolinska Institute,Uppsala University,Uppsala,Sweden
Sven Ivar Seldinger,Karolinska Institute,University of Gothenburg,Gothenburg,Sweden
Henrik Sjögren,Karolinska Institute,University of Gothenburg,Gothenburg,Sweden
Tomas Lindahl,Karolinska Institute,University of Gothenburg,Gothenburg,Sweden
Tomas Lindahl,Karolinska Institute,Linköping University,Gothenburg,Sweden
Gunnar Bjursell,Karolinska Institute,Karolinska Institute,Gothenburg,Sweden
Gunnar Bjursell,Karolinska Institute,University of Gothenburg,Gothenburg,Sweden
Gunnar Bjursell,Karolinska Institute,Chalmers University of Technology,Gothenburg,Sweden
Gunnar Bjursell,Karolinska Institute,Karolinska Institute,Gothenburg,Sweden
Gunnar Bjursell,Karolinska Institute,University of Gothenburg,Gothenburg,Sweden
Gunnar Bjursell,Karolinska Institute,Chalmers University of Technology,Gothenburg,Sweden
Tomas Lindahl,Karolinska Institute,University of Gothenburg,Linköping,Sweden
Tomas Lindahl,Karolinska Institute,Linköping University,Linköping,Sweden
Lars-Erik Larsson,Karolinska Institute,Linköping University,Linköping,Sweden
Yngve A. A. Larsson,Karolinska Institute,Karolinska Institute,Linköping,Sweden
Yngve A. A. Larsson,Karolinska Institute,Linköping University,Linköping,Sweden
Yngve A. A. Larsson,Karolinska Institute,Addis Ababa University,Linköping,Sweden
Olov Lindahl,Karolinska Institute,Linköping University,Linköping,Sweden
Peter Schantz,Karolinska Institute,Umeå University,Umeå,Sweden
Peter Schantz,Karolinska Institute,Mid Sweden University,Umeå,Sweden
Q5714810,Karolinska Institute,Royal Institute of Technology,Sundsvall,Sweden
Q5714810,Karolinska Institute,Mid Sweden University,Sundsvall,Sweden
Peter Schantz,Karolinska Institute,Umeå University,Sundsvall,Sweden
Peter Schantz,Karolinska Institute,Mid Sweden University,Sundsvall,Sweden
Q5714810,Karolinska Institute,Royal Institute of Technology,Östersund,Sweden
Q5714810,Karolinska Institute,Mid Sweden University,Östersund,Sweden
Peter Schantz,Karolinska Institute,Umeå University,Östersund,Sweden
